geometry,adm1_cod_1,name,name_alt,woe_name,gns_name
"<Polygon><outerBoundaryIs><LinearRing><coordinates>36.0256360213,35.2195042995,0 36.1759627618,35.2292194687,0 36.1799935241,35.2303563503,0 36.1872799014,35.2331985542,0 36.2011291849,35.2400715204,0 36.2144617043,35.2390379907,0 36.252960646,35.2234317081,0 36.2535807636,35.2044147808,0 36.2650529311,35.086489163,0 36.2652079608,35.0711154244,0 36.2569914083,35.0479385445,0 36.253890822,35.0422024599,0 36.2504285014,35.0384559193,0 36.243607212,35.034606025,0 36.2400415377,35.0320222036,0 36.2332202492,35.0254076198,0 36.2293445174,35.023676459,0 36.2152368507,35.0226687695,0 36.2112060893,35.0214802111,0 36.2050049166,35.0176303169,0 36.2011291849,35.0163900825,0 36.1921374861,35.0152273635,0 36.1879000182,35.0142455097,0 36.1843343439,35.0127727323,0 36.1781331721,35.0087161324,0 36.1748775571,35.0070366485,0 36.1710018253,35.0062615022,0 36.1666610037,35.0063906934,0 36.1573592474,35.0079409861,0 36.1472823421,35.007527574,0 36.1368437034,35.0022049023,0 36.1440267271,34.9753331569,0 36.1906905452,34.9677367212,0 36.2068652686,34.9671166044,0 36.2453642112,34.9701138371,0 36.2542008813,34.9684601916,0 36.2600919938,34.9662897812,0 36.2661381368,34.9538874369,0 36.2701688982,34.9399348015,0 36.2731144549,34.9336302761,0 36.2751298356,34.9307880722,0 36.2790055683,34.9276616484,0 36.3045854016,34.9127271593,0 36.3094429871,34.9076370307,0 36.3131636902,34.9009190941,0 36.2948185564,34.8962682151,0 36.287067092,34.8935810408,0 36.283811476,34.8916690129,0 36.2822611833,34.8906354841,0 36.279625685,34.888129177,0 36.2782304219,34.88533865,0 36.2765250987,34.8812303742,0 36.2743546892,34.8724453801,0 36.2737345716,34.8679495315,0 36.2735795429,34.864538886,0 36.2754398939,34.8549270704,0 36.2755949236,34.8482608098,0 36.2752848652,34.8461937531,0 36.2734245141,34.8431965205,0 36.2701688982,34.8398375509,0 36.2442273287,34.8211823588,0 36.2285693702,34.8047234164,0 36.2243835791,34.8012352564,0 36.2209729354,34.7991423613,0 36.2144617043,34.797669583,0 36.2126013533,34.7968944357,0 36.2110510597,34.7958867463,0 36.2096557957,34.7947240263,0 36.1865047542,34.7687307809,0 36.1182401872,34.666824856,0 36.1160697769,34.6599518916,0 36.1145194842,34.6401081411,0 36.1121940451,34.6297728542,0 36.1121399131,34.6295322659,0 36.087233521,34.631013896,0 36.060775188,34.62791331,0 36.037934204,34.628430075,0 36.016230103,34.633649394,0 35.998763468,34.645379944,0 35.991425415,34.648222148,0 35.982640422,34.650237529,0 35.9698996554,34.6498489555,0 35.965668165,34.668443101,0 35.947438998,34.699530341,0 35.940928582,34.726223049,0 35.931162957,34.740952867,0 35.928965691,34.749823309,0 35.928965691,34.790716864,0 35.926036004,34.79694245,0 35.908457879,34.821763414,0 35.904551629,34.831773179,0 35.899099155,34.852769273,0 35.866872592,34.924221096,0 35.872894727,34.926906643,0 35.873545769,34.931626695,0 35.879567905,34.938055731,0 35.881358269,34.944973049,0 35.879567905,34.951890367,0 35.873545769,34.958319403,0 35.873545769,34.965155341,0 35.878591342,34.969549872,0 35.878916863,34.970160223,0 35.876638217,34.971665757,0 35.873545769,34.978827216,0 35.88160241,34.992865302,0 35.887380405,35.00018952,0 35.895355665,35.006781317,0 35.900563998,35.021918036,0 35.89730879,35.036566473,0 35.891449415,35.049953518,0 35.887868686,35.061346747,0 35.887868686,35.109198309,0 35.894216342,35.12107982,0 35.941254102,35.180568752,0 35.962412957,35.197943427,0 35.953298373,35.224798895,0 35.9312026639,35.2614910207,0 35.9314815608,35.2614138858,0 35.9742696472,35.2495799831,0 35.989772577,35.2414667835,0 36.0186080263,35.2208995635,0 36.0256360213,35.2195042995,0</coordinates></LinearRing></outerBoundaryIs></Polygon>",SYR-135,Tartus,Tartaus|Tartous,Tartus,"Tartus, Muhafazat"
"<Polygon><outerBoundaryIs><LinearRing><coordinates>38.6351916628,36.7440394592,0 38.635192499,36.7440365671,0 38.6481632833,36.6991555848,0 38.6487834,36.6954865595,0 38.648318312,36.6904222684,0 38.6463029313,36.6845569934,0 38.6405668467,36.6754877793,0 38.6359159694,36.6715603698,0 38.6309550311,36.6693899604,0 38.5806738618,36.6637055535,0 38.5766431013,36.6626720238,0 38.5732324557,36.6610700551,0 38.5719922223,36.6553856473,0 38.5727673677,36.64693655,0 38.5778833347,36.6291856964,0 38.5814490091,36.6210208199,0 38.5847046241,36.6155947945,0 38.5879602392,36.6135794129,0 38.5915259126,36.6123650169,0 38.5958667342,36.6121324729,0 38.6002075539,36.6124942081,0 38.6083207536,36.6148713241,0 38.6182426293,36.6203490263,0 38.6424271987,36.6375572784,0 38.6495585473,36.6406578639,0 38.6537443383,36.641536363,0 38.6579301294,36.6412779815,0 38.6621675964,36.6401927759,0 38.6654232114,36.6381257192,0 38.6679036801,36.6355935746,0 38.6692989441,36.6324413114,0 38.6703841488,36.6290306667,0 38.6710042664,36.6252582868,0 38.6694539728,36.5580789255,0 38.6649581243,36.5298635929,0 38.6575167173,36.5009764668,0 38.6575167173,36.5004080269,0 38.6575167173,36.5003046741,0 38.649713576,36.466249905,0 38.6433573746,36.4490933288,0 38.6314201191,36.4293787704,0 38.5933862646,36.3829991731,0 38.5843945658,36.3748342966,0 38.5724573103,36.3659201121,0 38.5068282407,36.3285838895,0 38.4251794784,36.2920486517,0 38.2596081887,36.2698277862,0 38.2222461277,36.2686650662,0 38.1945992368,36.26295482,0 38.153361444,36.2459015984,0 38.1367216326,36.2383051618,0 38.1311405776,36.2346361355,0 38.1201334981,36.2251276719,0 38.109436476,36.2129837099,0 38.1002380707,36.1987726913,0 38.0878357281,36.175285753,0 38.0659765969,36.1477163765,0 38.0621008643,36.1409209256,0 38.0597754252,36.1340221218,0 38.0583801612,36.1267357454,0 38.0597754252,36.1144625922,0 38.0638061866,36.09841706,0 38.0760535014,36.0686514347,0 38.0850452002,36.054259548,0 38.0941919286,36.044208482,0 38.1086613297,36.032297065,0 38.1218388204,36.0185769718,0 38.1345512223,36.0005935742,0 38.1351713399,35.9999476182,0 38.1752205752,35.9730241968,0 38.1787862486,35.9681924497,0 38.1801815117,35.9625080428,0 38.178631219,35.9520694041,0 38.1770809262,35.9470567898,0 38.1750655446,35.942767646,0 38.1733602232,35.9401321486,0 38.1688643738,35.9280915394,0 38.1618880548,35.9141389023,0 38.1597176454,35.9111416688,0 38.1546016783,35.9059740258,0 38.1347062519,35.8895409209,0 38.0965173677,35.8446857769,0 38.0937268406,35.842308661,0 38.0887659032,35.8368826365,0 38.079929234,35.8248937042,0 38.0518689311,35.7691348335,0 38.0263924497,35.6784426955,0 38.0208113946,35.642966824,0 38.0208113946,35.6381609162,0 38.0214315123,35.6330707867,0 38.023446893,35.6264562038,0 38.0256173033,35.62216706,0 38.0279427433,35.6186013865,0 38.0426705258,35.6030984558,0 38.2348035008,35.4358735215,0 37.8085246108,35.4349433465,0 37.723826939,35.4452011171,0 37.678971795,35.4560273304,0 37.6620736021,35.4621509869,0 37.5956693871,35.5001331655,0 37.5951526223,35.5004432239,0 37.5759289894,35.5113469515,0 37.411597935,35.501605943,0 37.3534102716,35.5022260615,0 37.3461238951,35.5040088973,0 37.3374422538,35.5074453804,0 37.3015788104,35.5271341013,0 37.2164160497,35.5514737003,0 37.1746614929,35.5656588814,0 37.1695455259,35.5684752468,0 37.1545076841,35.5805933704,0 37.1482548364,35.5843140734,0 37.1426737814,35.5868720574,0 37.134457228,35.5891974965,0 37.1293412619,35.5915746124,0 37.0978703143,35.6222962512,0 37.0922375833,35.6291175405,0 37.0885168802,35.6469975863,0 37.0857263532,35.6536896844,0 37.0790600934,35.6612861193,0 37.0702234234,35.675910549,0 37.0556506686,35.7136860212,0 37.0607666357,35.7206623402,0 37.0669678083,35.7247447784,0 37.0782849462,35.728723863,0 37.0816955909,35.7304808622,0 37.0878967626,35.7346666532,0 37.0927543472,35.7389041202,0 37.0961649919,35.7424181177,0 37.099885695,35.7483350695,0 37.1011259302,35.7521849638,0 37.1017460469,35.756267402,0 37.1015910173,35.7601948115,0 37.1009708997,35.7638638368,0 37.0980253439,35.7679979519,0 37.0930644056,35.7724421254,0 37.0640222507,35.7889527456,0 37.0438684428,35.8048174097,0 37.0314660993,35.8113028023,0 37.016221551,35.8130598015,0 37.0114156432,35.8141966821,0 37.0072298522,35.8155919461,0 37.0008736508,35.8215347363,0 36.9929671567,35.8311207143,0 36.9422209003,35.9054572618,0 36.8886841159,35.9692259794,0 36.8872888528,35.9728691681,0 36.8866687361,35.9768224151,0 36.8868237648,35.9852456731,0 36.8848083841,36.0167424592,0 36.8831030618,36.0240029972,0 36.8809326523,36.0307467722,0 36.8748865093,36.035320136,0 36.8652746929,36.0410303822,0 36.7816105489,36.0725788442,0 36.7726188492,36.0772297233,0 36.7634721207,36.0838443062,0 36.7542737164,36.0924742698,0 36.746987339,36.1044632021,0 36.7262134134,36.1264773629,0 36.7386157569,36.1434789095,0 36.7719987316,36.1654930694,0 36.7774247578,36.1704798453,0 36.7820756369,36.176035061,0 36.7868815446,36.1807892928,0 36.7892069837,36.1824429392,0 36.7912223653,36.1835798199,0 36.8009892114,36.1882048614,0 36.8037797384,36.1905303004,0 36.8112211436,36.1984626329,0 36.8312715997,36.2148182244,0 36.836232538,36.2201150586,0 36.840418329,36.2262645535,0 36.8421236514,36.2298819037,0 36.8432088561,36.2339385045,0 36.8430538274,36.2393386914,0 36.8390230651,36.2461599799,0 36.8127714373,36.2733934605,0 36.7820756369,36.2967512067,0 36.7766496106,36.3053553328,0 36.7744792012,36.3208065858,0 36.7732389668,36.3242430689,0 36.7715336436,36.3272403024,0 36.7693632341,36.3300308295,0 36.7662626478,36.3322012398,0 36.7611466808,36.3326663269,0 36.7542737164,36.331219387,0 36.7333447612,36.3183002795,0 36.7282287941,36.3169566924,0 36.6957759946,36.3172150739,0 36.6612044606,36.3111689318,0 36.648761162,36.3057185609,0 36.648646281,36.305898743,0 36.637070761,36.31680247,0 36.620741007,36.32202179,0 36.587771444,36.324812317,0 36.577642863,36.332873841,0 36.582190389,36.333080547,0 36.587771444,36.342123922,0 36.594282674,36.357110087,0 36.59448938,36.365946757,0 36.593352498,36.373491516,0 36.590561971,36.380364482,0 36.585704386,36.387030742,0 36.580846802,36.389872945,0 36.565033814,36.39560903,0 36.558005819,36.400621643,0 36.552734823,36.408166403,0 36.533821248,36.462478333,0 36.531237427,36.479014791,0 36.535474894,36.494000956,0 36.565343872,36.532499899,0 36.569994751,36.575701396,0 36.569271281,36.620143127,0 36.582810507,36.662414449,0 36.594696085,36.685823873,0 36.59810673,36.705460918,0 36.598933553,36.724787903,0 36.603274374,36.746957093,0 36.615676717,36.766594137,0 36.632006469,36.784319153,0 36.643271932,36.803646139,0 36.639861288,36.828089091,0 36.649163046,36.828554179,0 36.658568156,36.827520651,0 36.659562625,36.8272430219,0 36.843673137,36.775844218,0 36.906821736,36.772588603,0 36.925942017,36.768971253,0 36.94588912,36.762666728,0 36.964699341,36.753830058,0 36.980098918,36.742254537,0 37.010588012,36.719516907,0 37.018442831,36.706649475,0 37.019476359,36.685823873,0 37.010794718,36.653732809,0 37.014515422,36.642260641,0 37.033325643,36.628721415,0 37.05306604,36.619936422,0 37.062367798,36.622106832,0 37.070119263,36.631511943,0 37.085622193,36.644172669,0 37.104432414,36.650993957,0 37.120968872,36.649908753,0 37.137401977,36.645877991,0 37.156108846,36.643914287,0 37.219670858,36.657143453,0 37.241891724,36.658590393,0 37.40446578,36.6344575,0 37.446116984,36.634199117,0 37.522143502,36.6735995268,0 37.593394816,36.710525208,0 37.654062948,36.732125957,0 37.819737589,36.760547994,0 37.980037882,36.819665833,0 38.007943156,36.825763651,0 38.0260051691,36.8350056252,0 38.122974894,36.884623108,0 38.190050903,36.905526225,0 38.224260702,36.908394267,0 38.28988977,36.901702169,0 38.479955689,36.855735982,0 38.529358358,36.833721822,0 38.6351916628,36.7440394592,0</coordinates></LinearRing></outerBoundaryIs></Polygon>",SYR-137,Aleppo,"Aleppo|Alep|Alepo|Haleb|a,$?alab",Aleppo (Halab),"Halab, Muhafazat"
"<Polygon><outerBoundaryIs><LinearRing><coordinates>37.2164160497,35.5514737003,0 37.1976058288,35.5429470894,0 37.1948153009,35.5397948272,0 37.1917147146,35.5351697866,0 37.1810176943,35.5142149929,0 37.1563680361,35.4783257112,0 37.150321893,35.4718144802,0 37.1432938981,35.4684296739,0 37.1226750021,35.4609107534,0 37.109652541,35.454373684,0 37.1039164573,35.4495419378,0 37.0988004903,35.4422555613,0 37.0795251814,35.4079682482,0 37.0768896831,35.4011469589,0 37.0762695664,35.3969094919,0 37.0765796239,35.3929820833,0 37.0778198591,35.3897264673,0 37.0804553574,35.3871943218,0 37.0837109716,35.3851789411,0 37.0878967626,35.3839128692,0 37.0927543472,35.3833702659,0 37.0974052263,35.3836803252,0 37.1014359877,35.3846621771,0 37.105001662,35.3863158235,0 37.1077921891,35.3886929394,0 37.1099625994,35.3914834665,0 37.1158537128,35.4011986348,0 37.1184892111,35.4039374859,0 37.1211247094,35.4063146018,0 37.1242252949,35.4081749538,0 37.1281010266,35.4088984242,0 37.1322868177,35.4081749538,0 37.1355424327,35.4064696315,0 37.1383329607,35.4041441924,0 37.1401933118,35.4013019885,0 37.141433547,35.3979946975,0 37.1426737814,35.3905016146,0 37.1420536637,35.3488504088,0 37.140503371,35.3460082058,0 37.1374027847,35.3458531762,0 37.1335270529,35.3470158962,0 37.1288761739,35.3479719106,0 37.1243803236,35.3484369986,0 37.1203495622,35.3477910434,0 37.1166288591,35.3465249698,0 37.1133732441,35.3446904571,0 37.1102726578,35.342649238,0 37.104536574,35.3367322862,0 37.0963200207,35.3252342802,0 37.0931677593,35.3227021347,0 37.0890336442,35.3207901068,0 37.0832458836,35.3190847844,0 37.0781299166,35.318361314,0 37.0572009623,35.3190847844,0 37.0346700384,35.3168626982,0 37.0250582211,35.3168368597,0 37.020407342,35.3176378445,0 37.016221551,35.3189814325,0 37.0125008479,35.3208676211,0 37.0095552912,35.3231672227,0 37.0076949402,35.3260094257,0 37.0066097346,35.3293683953,0 37.0064547058,35.3416157092,0 37.0059896178,35.345491441,0 37.0024239444,35.3595474309,0 37.0021138851,35.3633198108,0 37.0022689148,35.3672988962,0 37.0033541204,35.3711487905,0 37.0129659359,35.3877110875,0 37.0142061703,35.3916643345,0 37.0148262879,35.3958242863,0 37.0149813166,35.3999325629,0 37.0142061703,35.4075548371,0 37.0134310239,35.4112755401,0 37.0120357599,35.4145569927,0 37.0103304376,35.4175283878,0 37.0083150569,35.4203705917,0 37.0058345882,35.4229802525,0 37.0025789731,35.4249956323,0 36.9976180357,35.4258999699,0 36.9943624198,35.4245047059,0 36.9915718927,35.4219208853,0 36.9833553403,35.4095185409,0 36.979789666,35.4058495138,0 36.9580338894,35.3882278514,0 36.9405155779,35.3661361762,0 36.9344694349,35.3627255325,0 36.9276481464,35.3607101509,0 36.9203617691,35.3602450629,0 36.9102331887,35.3586689317,0 36.904032017,35.3584105493,0 36.8998462259,35.3598574901,0 36.897520786,35.3624154732,0 36.8956604349,35.3652835155,0 36.8930249366,35.3677381449,0 36.8823279154,35.3732416865,0 36.8790723003,35.3752570663,0 36.876436802,35.3775825062,0 36.8724060397,35.38331859,0 36.870855747,35.3865483675,0 36.8669283384,35.3922844513,0 36.8370076844,35.4143244487,0 36.8332869813,35.4158747423,0 36.8289461606,35.4170374623,0 36.8244503112,35.4172700063,0 36.8197994322,35.4170374623,0 36.6993933448,35.3900882025,0 36.647871942,35.3915868193,0 36.5811059909,35.406676337,0 36.5711841162,35.4077615418,0 36.5519604842,35.4067280139,0 36.5418835789,35.4073481315,0 36.5370776711,35.4081749538,0 36.5328918801,35.4096218937,0 36.5295845882,35.4117406281,0 36.5271041204,35.41416942,0 36.5250887388,35.4170374623,0 36.5233834164,35.419983019,0 36.5207479181,35.4263908963,0 36.5173372743,35.4324628769,0 36.514701776,35.4349433465,0 36.5114461609,35.4369070503,0 36.4937728208,35.4441159124,0 36.487106561,35.4460021019,0 36.482455682,35.4455111764,0 36.4476774434,35.4315843777,0 36.4261283714,35.436596992,0 36.4196171404,35.4425914581,0 36.414656203,35.460006415,0 36.3929004246,35.5001331655,0 36.3929004246,35.5005982535,0 36.3938306006,35.5036730014,0 36.3958459822,35.5058950868,0 36.3980163916,35.5098741732,0 36.399721714,35.5151968449,0 36.3913501319,35.5826862664,0 36.3933655126,35.6004629584,0 36.4074731793,35.6545165058,0 36.4138293798,35.6983897979,0 36.4122790871,35.7112055534,0 36.4051477394,35.7148229028,0 36.3615328307,35.7159081084,0 36.3478902519,35.7194737818,0 36.3460299009,35.7224710153,0 36.3447896656,35.7257266304,0 36.3438594914,35.7291631135,0 36.3418441098,35.7332713893,0 36.3392086124,35.7376122099,0 36.3336275574,35.7433482937,0 36.3299068543,35.7457770864,0 36.325876092,35.7470948352,0 36.3215352722,35.7470948352,0 36.3173494812,35.7463972032,0 36.3136287781,35.745053616,0 36.3100631038,35.7433224553,0 36.2982292011,35.7399893249,0 36.2853617687,35.739007473,0 36.2776103052,35.7398342962,0 36.2700138694,35.741798001,0 36.2658280784,35.7440717641,0 36.2619523457,35.7467072624,0 36.2596269058,35.7489551862,0 36.254820998,35.7559315052,0 36.2799357442,35.7698066271,0 36.28753218,35.7778939892,0 36.2884623551,35.781769721,0 36.2884623551,35.7858779968,0 36.287067092,35.7897278919,0 36.2835014177,35.7935777862,0 36.2794706562,35.7957481965,0 36.2746647476,35.7968850772,0 36.2065552103,35.7940428742,0 36.1983386569,35.7925442574,0 36.1897603701,35.7898570831,0 36.1841793151,35.7889785831,0 36.1764278498,35.7886685247,0 36.1620101247,35.7898054063,0 36.1551888362,35.7918724638,0 36.1508480164,35.7947146668,0 36.1497628108,35.7980219587,0 36.1494527524,35.801639309,0 36.1502278988,35.8053600121,0 36.1517781924,35.8090032007,0 36.1531734564,35.8117162143,0 36.1553438658,35.8172972685,0 36.1559639826,35.81843415,0 36.1553075568,35.8222320443,0 36.157616821,35.822569072,0 36.168778931,35.852076315,0 36.174876749,35.922666321,0 36.196890909,35.951708476,0 36.229033651,35.961165263,0 36.253114868,35.955635885,0 36.269031209,35.958736471,0 36.277402791,35.993979798,0 36.277402791,35.994031474,0 36.277506144,35.994186504,0 36.277506144,35.99423818,0 36.297349894,36.000749411,0 36.336727335,35.988243713,0 36.358018026,35.993979798,0 36.355537557,36.022401835,0 36.358638143,36.166992493,0 36.360498494,36.1816686,0 36.366286255,36.189213358,0 36.374451131,36.195879619,0 36.375794719,36.204509583,0 36.36142867,36.21815216,0 36.373004191,36.227608948,0 36.385613241,36.215464986,0 36.398118937,36.208230286,0 36.411864868,36.204457907,0 36.439253377,36.201408997,0 36.445247843,36.19991038,0 36.450725545,36.19991038,0 36.45920048,36.20311432,0 36.463954712,36.208798726,0 36.465298299,36.215930074,0 36.468915649,36.222389628,0 36.480181111,36.225541891,0 36.498577922,36.227867331,0 36.574438925,36.218358867,0 36.593455851,36.218100485,0 36.664252563,36.229004211,0 36.670040324,36.237324117,0 36.669110148,36.259855042,0 36.665492798,36.274014384,0 36.658464803,36.290499166,0 36.648761162,36.3057185609,0 36.6612044606,36.3111689318,0 36.6957759946,36.3172150739,0 36.7282287941,36.3169566924,0 36.7333447612,36.3183002795,0 36.7542737164,36.331219387,0 36.7611466808,36.3326663269,0 36.7662626478,36.3322012398,0 36.7693632341,36.3300308295,0 36.7715336436,36.3272403024,0 36.7732389668,36.3242430689,0 36.7744792012,36.3208065858,0 36.7766496106,36.3053553328,0 36.7820756369,36.2967512067,0 36.8127714373,36.2733934605,0 36.8390230651,36.2461599799,0 36.8430538274,36.2393386914,0 36.8432088561,36.2339385045,0 36.8421236514,36.2298819037,0 36.840418329,36.2262645535,0 36.836232538,36.2201150586,0 36.8312715997,36.2148182244,0 36.8112211436,36.1984626329,0 36.8037797384,36.1905303004,0 36.8009892114,36.1882048614,0 36.7912223653,36.1835798199,0 36.7892069837,36.1824429392,0 36.7868815446,36.1807892928,0 36.7820756369,36.176035061,0 36.7774247578,36.1704798453,0 36.7719987316,36.1654930694,0 36.7386157569,36.1434789095,0 36.7262134134,36.1264773629,0 36.746987339,36.1044632021,0 36.7542737164,36.0924742698,0 36.7634721207,36.0838443062,0 36.7726188492,36.0772297233,0 36.7816105489,36.0725788442,0 36.8652746929,36.0410303822,0 36.8748865093,36.035320136,0 36.8809326523,36.0307467722,0 36.8831030618,36.0240029972,0 36.8848083841,36.0167424592,0 36.8868237648,35.9852456731,0 36.8866687361,35.9768224151,0 36.8872888528,35.9728691681,0 36.8886841159,35.9692259794,0 36.9422209003,35.9054572618,0 36.9929671567,35.8311207143,0 37.0008736508,35.8215347363,0 37.0072298522,35.8155919461,0 37.0114156432,35.8141966821,0 37.016221551,35.8130598015,0 37.0314660993,35.8113028023,0 37.0438684428,35.8048174097,0 37.0640222507,35.7889527456,0 37.0930644056,35.7724421254,0 37.0980253439,35.7679979519,0 37.1009708997,35.7638638368,0 37.1015910173,35.7601948115,0 37.1017460469,35.756267402,0 37.1011259302,35.7521849638,0 37.099885695,35.7483350695,0 37.0961649919,35.7424181177,0 37.0927543472,35.7389041202,0 37.0878967626,35.7346666532,0 37.0816955909,35.7304808622,0 37.0782849462,35.728723863,0 37.0669678083,35.7247447784,0 37.0607666357,35.7206623402,0 37.0556506686,35.7136860212,0 37.0702234234,35.675910549,0 37.0790600934,35.6612861193,0 37.0857263532,35.6536896844,0 37.0885168802,35.6469975863,0 37.0922375833,35.6291175405,0 37.0978703143,35.6222962512,0 37.1293412619,35.5915746124,0 37.134457228,35.5891974965,0 37.1426737814,35.5868720574,0 37.1482548364,35.5843140734,0 37.1545076841,35.5805933704,0 37.1695455259,35.5684752468,0 37.1746614929,35.5656588814,0 37.2164160497,35.5514737003,0</coordinates></LinearRing></outerBoundaryIs></Polygon>",SYR-140,Idlib,Adlib|Edleb|Idleb,Idlib,"Idlib, Muhafazat"
