State,Capital,Region,geometry
Alagoas,Maceió,Nordeste,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-38.275425,-9.348453,0.0 -38.27364,-9.344013,0.0 -38.265191,-9.331318,0.0 -38.248761,-9.290466,0.0 -38.178425,-9.216411,0.0 -38.119412,-9.184768,0.0 -38.056857,-9.164454,0.0 -38.014108,-9.125362,0.0 -38.011657,-9.123121,0.0 -37.964884,-9.059347,0.0 -37.916094,-9.026257,0.0 -37.887694,-8.991814,0.0 -37.867798,-8.955867,0.0 -37.840037,-8.871163,0.0 -37.811506,-8.846479,0.0 -37.806155,-8.843469,0.0 -37.79386,-8.847146,0.0 -37.766197,-8.88733,0.0 -37.723164,-8.933786,0.0 -37.684977,-8.996491,0.0 -37.662692,-9.012395,0.0 -37.623547,-9.01996,0.0 -37.561053,-8.998037,0.0 -37.533879,-8.99928,0.0 -37.510006,-9.007044,0.0 -37.436323,-9.05457,0.0 -37.349179,-9.092141,0.0 -37.302875,-9.122192,0.0 -37.255396,-9.224995,0.0 -37.227621,-9.261757,0.0 -37.191637,-9.280586,0.0 -37.162686,-9.284969,0.0 -37.150906,-9.278311,0.0 -37.142847,-9.252313,0.0 -37.100422,-9.25001,0.0 -37.089989,-9.264388,0.0 -37.089468,-9.295089,0.0 -37.080728,-9.309491,0.0 -37.044531,-9.339593,0.0 -37.006824,-9.358347,0.0 -36.975732,-9.386895,0.0 -36.957104,-9.383344,0.0 -36.945358,-9.375065,0.0 -36.935655,-9.347441,0.0 -36.89906,-9.303212,0.0 -36.856917,-9.284735,0.0 -36.741118,-9.300496,0.0 -36.675692,-9.347745,0.0 -36.61755,-9.367671,0.0 -36.617701,-9.35961,0.0 -36.593951,-9.357569,0.0 -36.555492,-9.324631,0.0 -36.539201,-9.287262,0.0 -36.527494,-9.277381,0.0 -36.432638,-9.26279,0.0 -36.418962,-9.267376,0.0 -36.388731,-9.249111,0.0 -36.347008,-9.209706,0.0 -36.347158,-9.201656,0.0 -36.296376,-9.192693,0.0 -36.275118,-9.148845,0.0 -36.256804,-9.129202,0.0 -36.202964,-9.102494,0.0 -36.186289,-9.086107,0.0 -36.161543,-9.047055,0.0 -36.147237,-8.993715,0.0 -36.130763,-8.966084,0.0 -36.112302,-8.954505,0.0 -36.078774,-8.931412,0.0 -35.978881,-8.918427,0.0 -35.894702,-8.881607,0.0 -35.828457,-8.885265,0.0 -35.800929,-8.905654,0.0 -35.7431,-8.912648,0.0 -35.675455,-8.900193,0.0 -35.579706,-8.848729,0.0 -35.535969,-8.828695,0.0 -35.498778,-8.82161,0.0 -35.495507,-8.815138,0.0 -35.445925,-8.835074,0.0 -35.406605,-8.850378,0.0 -35.397938,-8.859833,0.0 -35.386096,-8.85801,0.0 -35.377459,-8.865861,0.0 -35.319535,-8.877593,0.0 -35.273736,-8.876728,0.0 -35.182019,-8.852092,0.0 -35.176764,-8.850681,0.0 -35.172277,-8.849475,0.0 -35.15677,-8.905866,0.0 -35.156083,-8.939466,0.0 -35.17209,-8.986199,0.0 -35.229806,-9.067396,0.0 -35.28564,-9.156608,0.0 -35.308301,-9.208333,0.0 -35.348002,-9.257218,0.0 -35.37079,-9.302562,0.0 -35.394105,-9.323884,0.0 -35.43451,-9.340759,0.0 -35.453014,-9.349162,0.0 -35.460724,-9.384598,0.0 -35.49398,-9.417371,0.0 -35.507427,-9.424071,0.0 -35.53804,-9.423112,0.0 -35.540033,-9.485716,0.0 -35.626386,-9.575821,0.0 -35.694187,-9.659161,0.0 -35.696652,-9.699354,0.0 -35.70659,-9.710812,0.0 -35.787973,-9.72224,0.0 -35.796735,-9.711186,0.0 -35.78735,-9.675643,0.0 -35.800913,-9.677543,0.0 -35.810855,-9.689004,0.0 -35.847443,-9.725146,0.0 -35.891094,-9.750203,0.0 -35.887433,-9.761373,0.0 -35.833357,-9.745726,0.0 -35.824594,-9.75678,0.0 -35.879432,-9.812626,0.0 -35.897459,-9.841956,0.0 -35.919455,-9.847267,0.0 -35.972519,-9.833971,0.0 -35.991228,-9.834382,0.0 -36.004647,-9.842717,0.0 -36.00431,-9.857183,0.0 -35.941377,-9.855791,0.0 -35.923951,-9.873087,0.0 -35.928557,-9.894088,0.0 -35.941783,-9.910461,0.0 -35.98347,-9.946773,0.0 -36.010076,-9.973104,0.0 -36.055936,-10.048137,0.0 -36.074227,-10.066252,0.0 -36.121414,-10.08664,0.0 -36.161207,-10.131007,0.0 -36.179697,-10.14109,0.0 -36.18999,-10.138106,0.0 -36.218734,-10.146815,0.0 -36.259724,-10.212167,0.0 -36.306333,-10.256733,0.0 -36.317737,-10.277939,0.0 -36.331544,-10.33948,0.0 -36.386548,-10.389116,0.0 -36.422894,-10.435105,0.0 -36.440658,-10.474214,0.0 -36.443135,-10.449282,0.0 -36.454445,-10.406542,0.0 -36.496575,-10.389042,0.0 -36.570307,-10.371406,0.0 -36.587656,-10.358903,0.0 -36.596878,-10.330081,0.0 -36.599086,-10.309163,0.0 -36.621342,-10.257972,0.0 -36.665637,-10.233222,0.0 -36.694699,-10.229024,0.0 -36.737457,-10.221894,0.0 -36.790835,-10.197228,0.0 -36.853794,-10.172505,0.0 -36.966958,-10.089507,0.0 -36.987066,-10.025287,0.0 -37.00109,-10.006179,0.0 -37.06633,-9.980006,0.0 -37.102363,-9.966168,0.0 -37.164569,-9.920486,0.0 -37.246873,-9.889705,0.0 -37.307231,-9.848766,0.0 -37.369084,-9.817532,0.0 -37.448255,-9.768768,0.0 -37.475613,-9.761155,0.0 -37.543607,-9.763967,0.0 -37.594974,-9.745417,0.0 -37.648345,-9.709056,0.0 -37.706972,-9.662348,0.0 -37.753145,-9.647576,0.0 -37.809409,-9.63876,0.0 -37.855896,-9.603819,0.0 -37.8662,-9.597494,0.0 -37.899109,-9.566935,0.0 -37.992884,-9.542663,0.0 -38.011593,-9.531346,0.0 -38.077054,-9.497818,0.0 -38.07858,-9.496865,0.0 -38.086368,-9.493653,0.0 -38.174586,-9.450301,0.0 -38.202095,-9.432019,0.0 -38.229544,-9.407348,0.0 -38.275425,-9.348453,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon>"
Sergipe,Aracaju,Nordeste,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-38.07858,-9.496865,0.0 -38.077054,-9.497818,0.0 -38.011593,-9.531346,0.0 -37.992884,-9.542663,0.0 -37.899109,-9.566935,0.0 -37.8662,-9.597494,0.0 -37.855896,-9.603819,0.0 -37.809409,-9.63876,0.0 -37.753145,-9.647576,0.0 -37.706972,-9.662348,0.0 -37.648345,-9.709056,0.0 -37.594974,-9.745417,0.0 -37.543607,-9.763967,0.0 -37.475613,-9.761155,0.0 -37.448255,-9.768768,0.0 -37.369084,-9.817532,0.0 -37.307231,-9.848766,0.0 -37.246873,-9.889705,0.0 -37.164569,-9.920486,0.0 -37.102363,-9.966168,0.0 -37.06633,-9.980006,0.0 -37.00109,-10.006179,0.0 -36.987066,-10.025287,0.0 -36.966958,-10.089507,0.0 -36.853794,-10.172505,0.0 -36.790835,-10.197228,0.0 -36.737457,-10.221894,0.0 -36.694699,-10.229024,0.0 -36.665637,-10.233222,0.0 -36.621342,-10.257972,0.0 -36.599086,-10.309163,0.0 -36.596878,-10.330081,0.0 -36.587656,-10.358903,0.0 -36.570307,-10.371406,0.0 -36.496575,-10.389042,0.0 -36.454445,-10.406542,0.0 -36.443135,-10.449282,0.0 -36.440658,-10.474214,0.0 -36.452218,-10.488999,0.0 -36.487678,-10.502745,0.0 -36.501394,-10.499847,0.0 -36.507036,-10.479019,0.0 -36.530975,-10.47636,0.0 -36.572808,-10.507994,0.0 -36.631974,-10.528752,0.0 -36.630108,-10.535163,0.0 -36.616431,-10.536452,0.0 -36.541888,-10.516938,0.0 -36.538315,-10.523305,0.0 -36.544969,-10.529914,0.0 -36.729342,-10.590766,0.0 -36.83379,-10.643288,0.0 -36.860343,-10.67299,0.0 -36.974688,-10.740324,0.0 -37.014529,-10.784912,0.0 -37.017614,-10.797919,0.0 -37.0378,-10.809715,0.0 -37.046411,-10.806685,0.0 -37.041861,-10.783941,0.0 -37.071264,-10.768464,0.0 -37.078367,-10.75731,0.0 -37.082696,-10.720217,0.0 -37.125333,-10.721203,0.0 -37.15964,-10.713905,0.0 -37.159325,-10.726839,0.0 -37.129816,-10.747187,0.0 -37.120889,-10.763155,0.0 -37.124021,-10.77455,0.0 -37.146036,-10.781533,0.0 -37.147342,-10.79774,0.0 -37.138532,-10.808858,0.0 -37.072687,-10.847736,0.0 -37.070325,-10.873553,0.0 -37.081486,-10.904548,0.0 -37.053933,-10.913586,0.0 -37.048355,-10.931237,0.0 -37.054931,-10.941099,0.0 -37.095014,-10.976036,0.0 -37.12606,-11.030172,0.0 -37.144502,-11.043566,0.0 -37.163366,-11.040793,0.0 -37.16699,-11.032792,0.0 -37.164204,-11.008455,0.0 -37.144222,-10.988556,0.0 -37.147927,-10.977321,0.0 -37.164996,-10.977734,0.0 -37.174738,-10.997385,0.0 -37.194973,-11.007583,0.0 -37.222368,-11.005008,0.0 -37.257004,-10.986418,0.0 -37.282608,-10.98703,0.0 -37.297684,-10.998722,0.0 -37.283658,-11.012956,0.0 -37.249267,-11.021842,0.0 -37.238734,-11.032917,0.0 -37.239857,-11.055604,0.0 -37.227613,-11.066635,0.0 -37.201876,-11.070861,0.0 -37.187497,-11.098017,0.0 -37.165086,-11.105553,0.0 -37.163122,-11.115212,0.0 -37.204576,-11.163168,0.0 -37.261919,-11.192111,0.0 -37.28694,-11.215397,0.0 -37.311405,-11.259722,0.0 -37.340034,-11.339788,0.0 -37.358266,-11.361303,0.0 -37.394069,-11.365448,0.0 -37.404714,-11.351138,0.0 -37.402162,-11.318676,0.0 -37.364454,-11.257806,0.0 -37.33144,-11.213263,0.0 -37.326997,-11.187245,0.0 -37.340661,-11.187582,0.0 -37.37701,-11.235444,0.0 -37.424717,-11.241478,0.0 -37.418186,-11.294777,0.0 -37.424764,-11.30466,0.0 -37.460177,-11.323363,0.0 -37.464874,-11.339683,0.0 -37.434957,-11.371339,0.0 -37.432508,-11.39882,0.0 -37.418132,-11.424377,0.0 -37.468232,-11.4694,0.0 -37.537674,-11.495478,0.0 -37.544118,-11.510231,0.0 -37.576432,-11.517537,0.0 -37.633514,-11.494655,0.0 -37.652192,-11.499989,0.0 -37.677323,-11.520082,0.0 -37.720161,-11.517908,0.0 -37.811598,-11.489337,0.0 -37.845133,-11.449576,0.0 -37.857226,-11.444999,0.0 -37.874571,-11.435677,0.0 -37.906575,-11.387736,0.0 -37.965338,-11.363141,0.0 -37.993247,-11.341055,0.0 -38.006006,-11.308865,0.0 -37.999702,-11.216137,0.0 -38.005487,-11.188657,0.0 -38.017791,-11.174315,0.0 -38.074578,-11.157712,0.0 -38.102359,-11.138827,0.0 -38.121081,-11.067737,0.0 -38.137222,-11.033958,0.0 -38.212436,-10.954279,0.0 -38.231884,-10.923794,0.0 -38.250728,-10.841263,0.0 -38.222105,-10.741519,0.0 -38.19338,-10.727943,0.0 -38.14726,-10.730273,0.0 -38.118504,-10.71832,0.0 -38.085485,-10.710203,0.0 -38.061157,-10.730825,0.0 -38.019942,-10.742973,0.0 -37.968912,-10.735425,0.0 -37.933517,-10.71521,0.0 -37.844012,-10.67278,0.0 -37.814059,-10.638085,0.0 -37.813022,-10.607239,0.0 -37.826068,-10.555589,0.0 -37.816871,-10.506732,0.0 -37.843445,-10.375842,0.0 -37.837091,-10.353004,0.0 -37.810227,-10.333017,0.0 -37.783692,-10.296819,0.0 -37.771329,-10.233326,0.0 -37.77254,-10.171719,0.0 -37.783479,-10.134619,0.0 -37.838182,-10.033421,0.0 -37.833317,-10.020356,0.0 -37.883206,-9.992036,0.0 -37.944821,-9.973637,0.0 -37.963858,-9.956111,0.0 -37.979973,-9.910935,0.0 -37.981212,-9.839532,0.0 -38.029664,-9.791625,0.0 -38.045778,-9.743175,0.0 -38.04995,-9.696154,0.0 -38.039119,-9.629414,0.0 -38.097856,-9.57023,0.0 -38.082692,-9.499287,0.0 -38.07858,-9.496865,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon>"
Pernambuco,Recife,Nordeste,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-41.35348,-8.709731,0.0 -41.277278,-8.666724,0.0 -41.197771,-8.592466,0.0 -41.160582,-8.547955,0.0 -41.15211,-8.546286,0.0 -41.116575,-8.519876,0.0 -41.094613,-8.488576,0.0 -41.060762,-8.468753,0.0 -41.018533,-8.406178,0.0 -40.99652,-8.399545,0.0 -40.921893,-8.428911,0.0 -40.903286,-8.415713,0.0 -40.899932,-8.400917,0.0 -40.881398,-8.356509,0.0 -40.850866,-8.371205,0.0 -40.818707,-8.357971,0.0 -40.774914,-8.24618,0.0 -40.698742,-8.224632,0.0 -40.681838,-8.209812,0.0 -40.649778,-8.153923,0.0 -40.610855,-8.142334,0.0 -40.593966,-8.120958,0.0 -40.585678,-8.024129,0.0 -40.540105,-7.93872,0.0 -40.52664,-7.882919,0.0 -40.518196,-7.86814,0.0 -40.52328,-7.861588,0.0 -40.516541,-7.833691,0.0 -40.528406,-7.812385,0.0 -40.543641,-7.804205,0.0 -40.633319,-7.797762,0.0 -40.657013,-7.783019,0.0 -40.663794,-7.745278,0.0 -40.641818,-7.663201,0.0 -40.646889,-7.620535,0.0 -40.687458,-7.566387,0.0 -40.70772,-7.518787,0.0 -40.694118,-7.431791,0.0 -40.707592,-7.389107,0.0 -40.672071,-7.36943,0.0 -40.653477,-7.367799,0.0 -40.634929,-7.408834,0.0 -40.582538,-7.421972,0.0 -40.548712,-7.40229,0.0 -40.503016,-7.338328,0.0 -40.452318,-7.344899,0.0 -40.421919,-7.377696,0.0 -40.384741,-7.390808,0.0 -40.334008,-7.346542,0.0 -40.337382,-7.336708,0.0 -40.330612,-7.321956,0.0 -40.301869,-7.303927,0.0 -40.271479,-7.362918,0.0 -40.249512,-7.384211,0.0 -40.222469,-7.394029,0.0 -40.105834,-7.398865,0.0 -40.104144,-7.392313,0.0 -40.048363,-7.390629,0.0 -39.98076,-7.361102,0.0 -39.938508,-7.34797,0.0 -39.815119,-7.359284,0.0 -39.705283,-7.323163,0.0 -39.679931,-7.324762,0.0 -39.612282,-7.368785,0.0 -39.578436,-7.401404,0.0 -39.561482,-7.435683,0.0 -39.525926,-7.468278,0.0 -39.509003,-7.478038,0.0 -39.481964,-7.471438,0.0 -39.481976,-7.464904,0.0 -39.424479,-7.472925,0.0 -39.400769,-7.492456,0.0 -39.392319,-7.4908,0.0 -39.361722,-7.559281,0.0 -39.353168,-7.596801,0.0 -39.353037,-7.642509,0.0 -39.336025,-7.675097,0.0 -39.305532,-7.689674,0.0 -39.261559,-7.687873,0.0 -39.214145,-7.70237,0.0 -39.183602,-7.728347,0.0 -39.180163,-7.743014,0.0 -39.086704,-7.84044,0.0 -39.07486,-7.840381,0.0 -39.047867,-7.822312,0.0 -39.034324,-7.823876,0.0 -39.010537,-7.844948,0.0 -38.997024,-7.839988,0.0 -38.986933,-7.826897,0.0 -38.988781,-7.792678,0.0 -38.980424,-7.769818,0.0 -38.889149,-7.751442,0.0 -38.875675,-7.738342,0.0 -38.848895,-7.673051,0.0 -38.830374,-7.653418,0.0 -38.777999,-7.640142,0.0 -38.728923,-7.646418,0.0 -38.67465,-7.678703,0.0 -38.63719,-7.728958,0.0 -38.627016,-7.733784,0.0 -38.616748,-7.756509,0.0 -38.596362,-7.772665,0.0 -38.557477,-7.76756,0.0 -38.456231,-7.719804,0.0 -38.414003,-7.708176,0.0 -38.383547,-7.709622,0.0 -38.34955,-7.738674,0.0 -38.323776,-7.805145,0.0 -38.305012,-7.829398,0.0 -38.26598,-7.847008,0.0 -38.245686,-7.845244,0.0 -38.213706,-7.819035,0.0 -38.195137,-7.812411,0.0 -38.127372,-7.824933,0.0 -38.095345,-7.806849,0.0 -38.080345,-7.772653,0.0 -38.005918,-7.770511,0.0 -37.980661,-7.752483,0.0 -37.942163,-7.690565,0.0 -37.886556,-7.657745,0.0 -37.76693,-7.587217,0.0 -37.76361,-7.577469,0.0 -37.714591,-7.573897,0.0 -37.714654,-7.564175,0.0 -37.680918,-7.550984,0.0 -37.682691,-7.538035,0.0 -37.615182,-7.518142,0.0 -37.581542,-7.490383,0.0 -37.556336,-7.465924,0.0 -37.512811,-7.396021,0.0 -37.435076,-7.392283,0.0 -37.40311,-7.367803,0.0 -37.369629,-7.314198,0.0 -37.329231,-7.286445,0.0 -37.295452,-7.282999,0.0 -37.270055,-7.290924,0.0 -37.225977,-7.313273,0.0 -37.173306,-7.356562,0.0 -37.085184,-7.389873,0.0 -37.058037,-7.404214,0.0 -37.025567,-7.452427,0.0 -37.015291,-7.470113,0.0 -37.011601,-7.51046,0.0 -37.028358,-7.529975,0.0 -37.079182,-7.517458,0.0 -37.109604,-7.519312,0.0 -37.149963,-7.548718,0.0 -37.185385,-7.56031,0.0 -37.220624,-7.596154,0.0 -37.223587,-7.649529,0.0 -37.221726,-7.670531,0.0 -37.183948,-7.738106,0.0 -37.18202,-7.765569,0.0 -37.191886,-7.797987,0.0 -37.215314,-7.827299,0.0 -37.245597,-7.846976,0.0 -37.319393,-7.920433,0.0 -37.354755,-7.940175,0.0 -37.361421,-7.951563,0.0 -37.368101,-7.961333,0.0 -37.366243,-7.979112,0.0 -37.355935,-7.995194,0.0 -37.333822,-8.006305,0.0 -37.310155,-8.002841,0.0 -37.271396,-7.984673,0.0 -37.246022,-7.982808,0.0 -37.191555,-8.012988,0.0 -37.163995,-8.059586,0.0 -37.180181,-8.130881,0.0 -37.166567,-8.137201,0.0 -37.157892,-8.156505,0.0 -37.147679,-8.161244,0.0 -37.164099,-8.208299,0.0 -37.157109,-8.227618,0.0 -37.1297,-8.254787,0.0 -37.087283,-8.260767,0.0 -37.044407,-8.305508,0.0 -37.013878,-8.308377,0.0 -36.894393,-8.242367,0.0 -36.870797,-8.232403,0.0 -36.688911,-8.14635,0.0 -36.632098,-7.932864,0.0 -36.617131,-7.90852,0.0 -36.581663,-7.901688,0.0 -36.53918,-7.917338,0.0 -36.484989,-7.919958,0.0 -36.46335,-7.8875,0.0 -36.455368,-7.843922,0.0 -36.438866,-7.80509,0.0 -36.416924,-7.800023,0.0 -36.374575,-7.804397,0.0 -36.303106,-7.840634,0.0 -36.287877,-7.840464,0.0 -36.276196,-7.825849,0.0 -36.274774,-7.801695,0.0 -36.263038,-7.791911,0.0 -36.197076,-7.789571,0.0 -36.144521,-7.79863,0.0 -36.127731,-7.787184,0.0 -36.090271,-7.807659,0.0 -36.041057,-7.81995,0.0 -35.986238,-7.875548,0.0 -35.962568,-7.873655,0.0 -35.940807,-7.854113,0.0 -35.917216,-7.845797,0.0 -35.907182,-7.836039,0.0 -35.910838,-7.813595,0.0 -35.934908,-7.781753,0.0 -35.928592,-7.743127,0.0 -35.891414,-7.739486,0.0 -35.855472,-7.774394,0.0 -35.823368,-7.770803,0.0 -35.778079,-7.73816,0.0 -35.73429,-7.721594,0.0 -35.693752,-7.716301,0.0 -35.607972,-7.675183,0.0 -35.586197,-7.657286,0.0 -35.562843,-7.629755,0.0 -35.551402,-7.595955,0.0 -35.545265,-7.541379,0.0 -35.55561,-7.523861,0.0 -35.515588,-7.473726,0.0 -35.497132,-7.460702,0.0 -35.40759,-7.454907,0.0 -35.32019,-7.409098,0.0 -35.259589,-7.386017,0.0 -35.156213,-7.408859,0.0 -35.13422,-7.410208,0.0 -35.092111,-7.396931,0.0 -35.076862,-7.399954,0.0 -35.034189,-7.434632,0.0 -35.002903,-7.504593,0.0 -34.977222,-7.529849,0.0 -34.905841,-7.557715,0.0 -34.844495,-7.550981,0.0 -34.841704,-7.550675,0.0 -34.837191,-7.55018,0.0 -34.838818,-7.559267,0.0 -34.855243,-7.596216,0.0 -34.84081,-7.663115,0.0 -34.849134,-7.67281,0.0 -34.859303,-7.671349,0.0 -34.873525,-7.620416,0.0 -34.902294,-7.619192,0.0 -34.906832,-7.659198,0.0 -34.899388,-7.708631,0.0 -34.917123,-7.771191,0.0 -34.916918,-7.78557,0.0 -34.887301,-7.844277,0.0 -34.884826,-7.896968,0.0 -34.874601,-7.901613,0.0 -34.866213,-7.896698,0.0 -34.849699,-7.869301,0.0 -34.83602,-7.878686,0.0 -34.834062,-7.896229,0.0 -34.860979,-8.016442,0.0 -34.894122,-8.061687,0.0 -34.946717,-8.159997,0.0 -34.956242,-8.198512,0.0 -34.976162,-8.22281,0.0 -34.98065,-8.258056,0.0 -34.974914,-8.296332,0.0 -34.999604,-8.338311,0.0 -34.978773,-8.366743,0.0 -34.978547,-8.37953,0.0 -35.001584,-8.418296,0.0 -35.027396,-8.490703,0.0 -35.036358,-8.556434,0.0 -35.069988,-8.571425,0.0 -35.113996,-8.575404,0.0 -35.118934,-8.583492,0.0 -35.111736,-8.605765,0.0 -35.116342,-8.631449,0.0 -35.129723,-8.64129,0.0 -35.153576,-8.635316,0.0 -35.165232,-8.646728,0.0 -35.166293,-8.680359,0.0 -35.152364,-8.699312,0.0 -35.136982,-8.705434,0.0 -35.12986,-8.722906,0.0 -35.170882,-8.794088,0.0 -35.176907,-8.832619,0.0 -35.172277,-8.849475,0.0 -35.176764,-8.850681,0.0 -35.182019,-8.852092,0.0 -35.273736,-8.876728,0.0 -35.319535,-8.877593,0.0 -35.377459,-8.865861,0.0 -35.386096,-8.85801,0.0 -35.397938,-8.859833,0.0 -35.406605,-8.850378,0.0 -35.445925,-8.835074,0.0 -35.495507,-8.815138,0.0 -35.498778,-8.82161,0.0 -35.535969,-8.828695,0.0 -35.579706,-8.848729,0.0 -35.675455,-8.900193,0.0 -35.7431,-8.912648,0.0 -35.800929,-8.905654,0.0 -35.828457,-8.885265,0.0 -35.894702,-8.881607,0.0 -35.978881,-8.918427,0.0 -36.078774,-8.931412,0.0 -36.112302,-8.954505,0.0 -36.130763,-8.966084,0.0 -36.147237,-8.993715,0.0 -36.161543,-9.047055,0.0 -36.186289,-9.086107,0.0 -36.202964,-9.102494,0.0 -36.256804,-9.129202,0.0 -36.275118,-9.148845,0.0 -36.296376,-9.192693,0.0 -36.347158,-9.201656,0.0 -36.347008,-9.209706,0.0 -36.388731,-9.249111,0.0 -36.418962,-9.267376,0.0 -36.432638,-9.26279,0.0 -36.527494,-9.277381,0.0 -36.539201,-9.287262,0.0 -36.555492,-9.324631,0.0 -36.593951,-9.357569,0.0 -36.617701,-9.35961,0.0 -36.61755,-9.367671,0.0 -36.675692,-9.347745,0.0 -36.741118,-9.300496,0.0 -36.856917,-9.284735,0.0 -36.89906,-9.303212,0.0 -36.935655,-9.347441,0.0 -36.945358,-9.375065,0.0 -36.957104,-9.383344,0.0 -36.975732,-9.386895,0.0 -37.006824,-9.358347,0.0 -37.044531,-9.339593,0.0 -37.080728,-9.309491,0.0 -37.089468,-9.295089,0.0 -37.089989,-9.264388,0.0 -37.100422,-9.25001,0.0 -37.142847,-9.252313,0.0 -37.150906,-9.278311,0.0 -37.162686,-9.284969,0.0 -37.191637,-9.280586,0.0 -37.227621,-9.261757,0.0 -37.255396,-9.224995,0.0 -37.302875,-9.122192,0.0 -37.349179,-9.092141,0.0 -37.436323,-9.05457,0.0 -37.510006,-9.007044,0.0 -37.533879,-8.99928,0.0 -37.561053,-8.998037,0.0 -37.623547,-9.01996,0.0 -37.662692,-9.012395,0.0 -37.684977,-8.996491,0.0 -37.723164,-8.933786,0.0 -37.766197,-8.88733,0.0 -37.79386,-8.847146,0.0 -37.806155,-8.843469,0.0 -37.811506,-8.846479,0.0 -37.840037,-8.871163,0.0 -37.867798,-8.955867,0.0 -37.887694,-8.991814,0.0 -37.916094,-9.026257,0.0 -37.964884,-9.059347,0.0 -38.011657,-9.123121,0.0 -38.014108,-9.125362,0.0 -38.056857,-9.164454,0.0 -38.119412,-9.184768,0.0 -38.178425,-9.216411,0.0 -38.248761,-9.290466,0.0 -38.265191,-9.331318,0.0 -38.27364,-9.344013,0.0 -38.275425,-9.348453,0.0 -38.27964,-9.342131,0.0 -38.293474,-9.324439,0.0 -38.318084,-9.262998,0.0 -38.368128,-9.066922,0.0 -38.368872,-9.00515,0.0 -38.375891,-8.985723,0.0 -38.413376,-8.97315,0.0 -38.470789,-8.998207,0.0 -38.516739,-8.987346,0.0 -38.549274,-8.96168,0.0 -38.564959,-8.924429,0.0 -38.519912,-8.853978,0.0 -38.520224,-8.824697,0.0 -38.530607,-8.805285,0.0 -38.547686,-8.794075,0.0 -38.588426,-8.791242,0.0 -38.622199,-8.806236,0.0 -38.638961,-8.825941,0.0 -38.65523,-8.89285,0.0 -38.665237,-8.909234,0.0 -38.678741,-8.91589,0.0 -38.704311,-8.904763,0.0 -38.751027,-8.815682,0.0 -38.771542,-8.7996,0.0 -38.866955,-8.754909,0.0 -38.899223,-8.750324,0.0 -38.963505,-8.768848,0.0 -39.002558,-8.764317,0.0 -39.017938,-8.751414,0.0 -39.055812,-8.686529,0.0 -39.089807,-8.677037,0.0 -39.111823,-8.680486,0.0 -39.171183,-8.679355,0.0 -39.215373,-8.666668,0.0 -39.229104,-8.645566,0.0 -39.288865,-8.590547,0.0 -39.336935,-8.506019,0.0 -39.384567,-8.480234,0.0 -39.453956,-8.495411,0.0 -39.465766,-8.50366,0.0 -39.48753,-8.544648,0.0 -39.502719,-8.554555,0.0 -39.582292,-8.569813,0.0 -39.654867,-8.619346,0.0 -39.717416,-8.64757,0.0 -39.727525,-8.65745,0.0 -39.732351,-8.69673,0.0 -39.747448,-8.721367,0.0 -39.78806,-8.734738,0.0 -39.818398,-8.762759,0.0 -39.902983,-8.796077,0.0 -39.918062,-8.824004,0.0 -39.91919,-8.905841,0.0 -39.935827,-8.951791,0.0 -39.962679,-8.992915,0.0 -39.981262,-9.004515,0.0 -40.030371,-9.019623,0.0 -40.081275,-9.021643,0.0 -40.143898,-9.046675,0.0 -40.194817,-9.047047,0.0 -40.22892,-9.024352,0.0 -40.242509,-9.022808,0.0 -40.276377,-9.034518,0.0 -40.291554,-9.049375,0.0 -40.323337,-9.118446,0.0 -40.323014,-9.164344,0.0 -40.344495,-9.246474,0.0 -40.388201,-9.307477,0.0 -40.471358,-9.317955,0.0 -40.53534,-9.395547,0.0 -40.577608,-9.423768,0.0 -40.645465,-9.439057,0.0 -40.783077,-9.443358,0.0 -40.779804,-9.425269,0.0 -40.759449,-9.420197,0.0 -40.745981,-9.402037,0.0 -40.722566,-9.347686,0.0 -40.707956,-9.24415,0.0 -40.709921,-9.201477,0.0 -40.725274,-9.190082,0.0 -40.755848,-9.188634,0.0 -40.757507,-9.195213,0.0 -40.822184,-9.169337,0.0 -40.844349,-9.153045,0.0 -40.878546,-9.10889,0.0 -40.87372,-9.057936,0.0 -40.846763,-9.018364,0.0 -40.877505,-8.979101,0.0 -40.891348,-8.921672,0.0 -40.935711,-8.864378,0.0 -40.964618,-8.848076,0.0 -41.02227,-8.854904,0.0 -41.046052,-8.846787,0.0 -41.051318,-8.799137,0.0 -41.06322,-8.790966,0.0 -41.103946,-8.786194,0.0 -41.115851,-8.776374,0.0 -41.127892,-8.723802,0.0 -41.163535,-8.71406,0.0 -41.212714,-8.714226,0.0 -41.299145,-8.735894,0.0 -41.33648,-8.726137,0.0 -41.35348,-8.709731,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon>"
