Name,State-County,geometry,value,GEO_ID,GEO_ID2,Geographic Name,STATE num,COUNTY num,FIPS formula,Has error
Wayne,NY-Wayne,"<Polygon>
<extrude>0</extrude>
<tessellate>1</tessellate>
<altitudeMode>clampToGround</altitudeMode>
<outerBoundaryIs>
<LinearRing>
<coordinates>-77.376046,43.2762243589198,0.0 -77.37562,43.243961,0.0 -77.375411,43.230952,0.0 -77.375305,43.224488,0.0 -77.375137,43.209422,0.0 -77.37508,43.20262,0.0 -77.375048,43.196387,0.0 -77.374688,43.188863,0.0 -77.37471,43.182727,0.0 -77.374706,43.178932,0.0 -77.374533,43.16651,0.0 -77.374573,43.160358,0.0 -77.37417,43.145139,0.0 -77.373949,43.138344,0.0 -77.373313,43.12341,0.0 -77.373244,43.122804,0.0 -77.373272,43.122235,0.0 -77.372955,43.108904,0.0 -77.372926,43.107367,0.0 -77.371983,43.075599,0.0 -77.371734,43.064337,0.0 -77.371584,43.053683,0.0 -77.371364,43.039491,0.0 -77.371478,43.034696,0.0 -77.327524,43.034693,0.0 -77.314522,43.034702,0.0 -77.307658,43.034706,0.0 -77.246804,43.034663,0.0 -77.246604,43.039763,0.0 -77.231619,43.03978,0.0 -77.184418,43.039829,0.0 -77.17994,43.039833,0.0 -77.176627,43.039836,0.0 -77.17101,43.039842,0.0 -77.167264,43.039845,0.0 -77.14438,43.039867,0.0 -77.135697,43.039882,0.0 -77.134307,43.039887,0.0 -77.134066,43.033718,0.0 -77.134037,43.03308,0.0 -77.133397,43.012463,0.0 -77.122273,43.01252,0.0 -77.111831,43.012549,0.0 -77.093433,43.012581,0.0 -77.087271,43.012596,0.0 -77.079051,43.012614,0.0 -77.056893,43.012663,0.0 -77.033222,43.012781,0.0 -77.023131,43.012838,0.0 -77.007065,43.012834,0.0 -76.98416,43.012971,0.0 -76.963926,43.013157,0.0 -76.929767,43.014959,0.0 -76.926053,43.01517,0.0 -76.8949,43.016814,0.0 -76.878562,43.017629,0.0 -76.859518,43.018402,0.0 -76.858773,43.018434,0.0 -76.833769,43.019446,0.0 -76.796772,43.021043,0.0 -76.744173,43.022979,0.0 -76.713806,43.024035,0.0 -76.717497,43.030257,0.0 -76.718614,43.033116,0.0 -76.719106,43.037139,0.0 -76.719111,43.040303,0.0 -76.716875,43.056321,0.0 -76.717465,43.058563,0.0 -76.717789,43.062634,0.0 -76.715714,43.064514,0.0 -76.713612,43.067104,0.0 -76.710551,43.069339,0.0 -76.705885,43.070784,0.0 -76.704477,43.074245,0.0 -76.704466,43.075622,0.0 -76.70351,43.077102,0.0 -76.703227,43.07908,0.0 -76.702325,43.080393,0.0 -76.703283,43.093431,0.0 -76.705203,43.123091,0.0 -76.705502,43.127736,0.0 -76.705734,43.131429,0.0 -76.706781,43.148419,0.0 -76.707169,43.155065,0.0 -76.70756,43.161738,0.0 -76.710134,43.205177,0.0 -76.711216,43.220996,0.0 -76.711517,43.222441,0.0 -76.712825,43.241842,0.0 -76.71336,43.249288,0.0 -76.713571,43.250056,0.0 -76.71392,43.256543,0.0 -76.714488,43.263657,0.0 -76.715725,43.278062,0.0 -76.71698,43.278088,0.0 -76.717379,43.281974,0.0 -76.719308,43.304758,0.0 -76.7225013128626,43.3436862821829,0.0 -76.7290495198334,43.3434828169339,0.0 -76.731039,43.343421,0.0 -76.7373292698416,43.3377382732979,0.0 -76.737334,43.337734,0.0 -76.7373345966098,43.3377336164607,0.0 -76.747067,43.331477,0.0 -76.7511225333699,43.3286585508598,0.0 -76.755784,43.325419,0.0 -76.761881,43.322162,0.0 -76.7630297181038,43.3215654512647,0.0 -76.769025,43.318452,0.0 -76.7722572950241,43.3172319469796,0.0 -76.7813007344908,43.3138184356654,0.0 -76.787949,43.311309,0.0 -76.794708,43.309632,0.0 -76.804302,43.307965,0.0 -76.809131,43.30831,0.0 -76.818945,43.305912,0.0 -76.826182,43.304659,0.0 -76.831053,43.30597,0.0 -76.8322675624879,43.3057141693195,0.0 -76.834889,43.305162,0.0 -76.841675,43.305399,0.0 -76.8451867362714,43.3035624736107,0.0 -76.854976,43.298443,0.0 -76.8574128885783,43.2976287339221,0.0 -76.866522,43.294585,0.0 -76.873053,43.294131,0.0 -76.877397,43.292926,0.0 -76.8820122786271,43.2933940268889,0.0 -76.886913,43.293891,0.0 -76.896207,43.295957,0.0 -76.904288,43.291816,0.0 -76.9068426137259,43.2907067951529,0.0 -76.920465,43.284792,0.0 -76.924391,43.28525,0.0 -76.931982,43.279659,0.0 -76.939532,43.276327,0.0 -76.944536,43.272965,0.0 -76.952412,43.270313,0.0 -76.958402,43.270005,0.0 -76.963139,43.270454,0.0 -76.965429,43.272143,0.0 -76.9675868452104,43.2726373868738,0.0 -76.9741812914477,43.2741482494898,0.0 -76.974848,43.274301,0.0 -76.9760165080694,43.2742210260637,0.0 -76.983264,43.273725,0.0 -76.9852864569646,43.2740275292699,0.0 -76.988445,43.2745,0.0 -76.999691,43.271456,0.0 -77.0068025184366,43.2714064873219,0.0 -77.0087374621963,43.2713930156212,0.0 -77.0269123408423,43.2712664762719,0.0 -77.033875,43.271218,0.0 -77.042201,43.270845,0.0 -77.045232,43.273,0.0 -77.046879,43.276131,0.0 -77.048691,43.277092,0.0 -77.055002,43.276669,0.0 -77.060297,43.279412,0.0 -77.064289,43.279455,0.0 -77.067295,43.280937,0.0 -77.069751,43.283341,0.0 -77.075458,43.281409,0.0 -77.080829,43.281719,0.0 -77.083153,43.283168,0.0 -77.095179,43.284859,0.0 -77.098031,43.286774,0.0 -77.103502,43.288703,0.0 -77.1047514873158,43.2889711449264,0.0 -77.107542,43.28957,0.0 -77.111592,43.288008,0.0 -77.114214,43.286562,0.0 -77.116758,43.286344,0.0 -77.120656,43.287492,0.0 -77.130429,43.285635,0.0 -77.1321951773717,43.2856110327748,0.0 -77.136398,43.285554,0.0 -77.143416,43.287561,0.0 -77.143479,43.28954,0.0 -77.149641,43.289229,0.0 -77.156029,43.28611,0.0 -77.1670685491141,43.2831325121359,0.0 -77.1702126166344,43.2822845225315,0.0 -77.173088,43.281509,0.0 -77.1820355532859,43.2817484955376,0.0 -77.183362,43.281784,0.0 -77.1834454755094,43.2818717021174,0.0 -77.1855342862082,43.2840662753833,0.0 -77.185574,43.284108,0.0 -77.190746,43.285184,0.0 -77.196188,43.282577,0.0 -77.196256533466,43.2825801689147,0.0 -77.1966845595622,43.2825999603868,0.0 -77.205228,43.282995,0.0 -77.207901,43.283723,0.0 -77.2079084988633,43.283723476215,0.0 -77.214058,43.284114,0.0 -77.219106657079,43.2834339488429,0.0 -77.2361388320063,43.2811397248374,0.0 -77.2500649945596,43.2792638788828,0.0 -77.2524216632045,43.278946436994,0.0 -77.2557222287158,43.2785018527492,0.0 -77.2628145402507,43.2775465225317,0.0 -77.264177,43.277363,0.0 -77.281038,43.277274,0.0 -77.286587,43.278628,0.0 -77.292696,43.277927,0.0 -77.2960232272846,43.2779927601422,0.0 -77.303979,43.27815,0.0 -77.31052,43.278669,0.0 -77.311816,43.28088,0.0 -77.3135306812468,43.2809717596101,0.0 -77.314619,43.28103,0.0 -77.321457741772,43.2806518588903,0.0 -77.322052,43.280619,0.0 -77.328846,43.278954,0.0 -77.33525,43.277862,0.0 -77.337747,43.279829,0.0 -77.341092,43.280661,0.0 -77.349475,43.278722,0.0 -77.355085,43.278131,0.0 -77.359637,43.278618,0.0 -77.366071,43.277909,0.0 -77.368951,43.277125,0.0 -77.376046,43.2762243589198,0.0</coordinates>
</LinearRing>
</outerBoundaryIs>
</Polygon>",531.6177736,05000US36117,36117,"Wayne County, New York",36,117,36117.0,
Bronx,NY-Bronx,"<MultiGeometry>
<extrude>0</extrude>
<tessellate>1</tessellate>
<altitudeMode>clampToGround</altitudeMode>
<Polygon>
<extrude>0</extrude>
<tessellate>1</tessellate>
<altitudeMode>clampToGround</altitudeMode>
<outerBoundaryIs>
<LinearRing>
<coordinates>-73.773361,40.859449,0.0 -73.773434,40.852032,0.0 -73.772349,40.847421,0.0 -73.7719699256149,40.8470335048585,0.0 -73.769648,40.84466,0.0 -73.767179,40.844866,0.0 -73.769414,40.848149,0.0 -73.769236584406,40.8488841553534,0.0 -73.7687303070946,40.8509820119586,0.0 -73.768043,40.85383,0.0 -73.7662834427055,40.8547972826635,0.0 -73.765258,40.855361,0.0 -73.768867,40.858341,0.0 -73.770552,40.86033,0.0 -73.7724428951654,40.8597369495761,0.0 -73.773361,40.859449,0.0</coordinates>
</LinearRing>
</outerBoundaryIs>
</Polygon>
<Polygon>
<extrude>0</extrude>
<tessellate>1</tessellate>
<altitudeMode>clampToGround</altitudeMode>
<outerBoundaryIs>
<LinearRing>
<coordinates>-73.933144,40.834815,0.0 -73.933459,40.833184,0.0 -73.933059,40.828156,0.0 -73.932327,40.819503,0.0 -73.932401,40.814151,0.0 -73.932605,40.811517,0.0 -73.932477,40.808864,0.0 -73.931801,40.807876,0.0 -73.928225,40.80385,0.0 -73.92725,40.802558,0.0 -73.925081,40.802521,0.0 -73.923022,40.802425,0.0 -73.921622,40.801447,0.0 -73.919861,40.799353,0.0 -73.913624,40.796786,0.0 -73.912456,40.796096,0.0 -73.899869,40.792449,0.0 -73.892182,40.790394,0.0 -73.89057,40.790108,0.0 -73.888307,40.787006,0.0 -73.885303,40.786685,0.0 -73.878307,40.785357,0.0 -73.876973,40.785778,0.0 -73.873088,40.785855,0.0 -73.871631,40.786798,0.0 -73.870809,40.787897,0.0 -73.870973,40.789057,0.0 -73.870207,40.790909,0.0 -73.867118,40.793742,0.0 -73.863147,40.797497,0.0 -73.862965,40.79767,0.0 -73.854632,40.799724,0.0 -73.853072,40.800113,0.0 -73.846654,40.801024,0.0 -73.844076,40.801023,0.0 -73.835409,40.802199,0.0 -73.830676,40.803108,0.0 -73.827583,40.803936,0.0 -73.823438,40.80481,0.0 -73.817418,40.80579,0.0 -73.811299,40.805397,0.0 -73.799745,40.802199,0.0 -73.793559,40.80038,0.0 -73.787918,40.800362,0.0 -73.7864224990023,40.8014573555951,0.0 -73.7908712491737,40.8072238345364,0.0 -73.7909151941449,40.8072807960966,0.0 -73.79119,40.807637,0.0 -73.7972395668597,40.8091166862044,0.0 -73.800716,40.809967,0.0 -73.8007922494588,40.8100607283042,0.0 -73.802618,40.812305,0.0 -73.797332,40.815597,0.0 -73.7976000617692,40.8158068837621,0.0 -73.7977145646231,40.8158965358219,0.0 -73.7980946346235,40.8161941184342,0.0 -73.800479,40.818061,0.0 -73.804518,40.818546,0.0 -73.8062520401286,40.8223335598883,0.0 -73.8077608366193,40.8256291336027,0.0 -73.808084,40.826335,0.0 -73.811889,40.825363,0.0 -73.8120889264041,40.8257073846865,0.0 -73.8131232603546,40.8274890841813,0.0 -73.8144318178375,40.8297431494233,0.0 -73.815205,40.831075,0.0 -73.815574,40.835129,0.0 -73.8153051029247,40.8362582898877,0.0 -73.8146365358001,40.8390660783039,0.0 -73.81281,40.846737,0.0 -73.8149671041833,40.8489190098121,0.0 -73.815928,40.849891,0.0 -73.8161524601055,40.8510230596626,0.0 -73.816641,40.853487,0.0 -73.8165794277329,40.8535006979629,0.0 -73.8126,40.854386,0.0 -73.8126,40.8587,0.0 -73.8115185181963,40.8587455041432,0.0 -73.808322,40.85888,0.0 -73.8077204350357,40.8588194216487,0.0 -73.8075890852844,40.858806194563,0.0 -73.8050055575206,40.8585460300561,0.0 -73.804757,40.858521,0.0 -73.80547,40.855105,0.0 -73.8037018632791,40.8519687297106,0.0 -73.801726,40.848464,0.0 -73.8004072944909,40.8482000172664,0.0 -73.800110788223,40.8481406616827,0.0 -73.799543,40.848027,0.0 -73.797252,40.852196,0.0 -73.7941162409583,40.8552594023289,0.0 -73.793785,40.855583,0.0 -73.792471062794,40.8557905540495,0.0 -73.792253,40.855825,0.0 -73.7921879532588,40.8557197529014,0.0 -73.789512,40.85139,0.0 -73.7910205455361,40.8466260683397,0.0 -73.791044,40.846552,0.0 -73.7895699824843,40.8441939896915,0.0 -73.788221,40.842036,0.0 -73.785399,40.838004,0.0 -73.783867,40.836795,0.0 -73.7835565884493,40.8369889470619,0.0 -73.782577,40.837601,0.0 -73.781206,40.838891,0.0 -73.782254,40.842359,0.0 -73.7822271819234,40.8427349527882,0.0 -73.782093,40.844616,0.0 -73.7821541179685,40.8466849564146,0.0 -73.782174,40.847358,0.0 -73.7837996691585,40.8501525126813,0.0 -73.7845503224974,40.851442879952,0.0 -73.784754,40.851793,0.0 -73.78806,40.854131,0.0 -73.788786,40.858485,0.0 -73.7903979349253,40.8603742250026,0.0 -73.7916621178674,40.8618558766405,0.0 -73.793111,40.863554,0.0 -73.791209,40.868946,0.0 -73.78598,40.869485,0.0 -73.783366,40.871822,0.0 -73.783777544598,40.8737425414573,0.0 -73.784803,40.878528,0.0 -73.7835452253621,40.8810395563405,0.0 -73.783702,40.881078,0.0 -73.792942,40.883411,0.0 -73.819719,40.890206,0.0 -73.823244,40.891199,0.0 -73.823113,40.890777,0.0 -73.824047,40.889866,0.0 -73.827224,40.890785,0.0 -73.827943,40.890928,0.0 -73.833595,40.892706,0.0 -73.837337,40.893814,0.0 -73.838407,40.894061,0.0 -73.838985,40.895602,0.0 -73.839655,40.897249,0.0 -73.839649,40.897891,0.0 -73.839155,40.899226,0.0 -73.840999,40.902812,0.0 -73.841318,40.903987,0.0 -73.842308,40.903988,0.0 -73.844301,40.904078,0.0 -73.84532,40.905582,0.0 -73.847071,40.906173,0.0 -73.848683,40.906743,0.0 -73.850225,40.907368,0.0 -73.851506,40.906645,0.0 -73.85279,40.907073,0.0 -73.851123,40.910009,0.0 -73.852678,40.909899,0.0 -73.854881,40.908217,0.0 -73.854104,40.906679,0.0 -73.856324,40.906166,0.0 -73.857199,40.902878,0.0 -73.859604,40.902178,0.0 -73.85931,40.900479,0.0 -73.860006,40.900565,0.0 -73.862643,40.901474,0.0 -73.864669,40.901793,0.0 -73.865635,40.902086,0.0 -73.867876,40.902983,0.0 -73.872913,40.904467,0.0 -73.877855,40.905922,0.0 -73.878189,40.905983,0.0 -73.879239,40.906365,0.0 -73.880929,40.90683,0.0 -73.882993,40.907423,0.0 -73.885401,40.907977,0.0 -73.886237,40.908052,0.0 -73.891928,40.909809,0.0 -73.896634,40.911324,0.0 -73.897253,40.911655,0.0 -73.899505,40.911978,0.0 -73.900697,40.912381,0.0 -73.902454,40.912979,0.0 -73.910516,40.915282,0.0 -73.917905,40.917577,0.0 -73.918405,40.917477,0.0 -73.9192564425319,40.9148578317808,0.0 -73.9196864010756,40.9135352131528,0.0 -73.919705,40.913478,0.0 -73.926757656973,40.8953553785986,0.0 -73.929006,40.889578,0.0 -73.9290088898939,40.8895730740445,0.0 -73.933406,40.882078,0.0 -73.9334079229381,40.8820749648427,0.0 -73.924974,40.879144,0.0 -73.922602,40.878779,0.0 -73.92163,40.878321,0.0 -73.919808,40.876577,0.0 -73.9152,40.875581,0.0 -73.911405,40.879278,0.0 -73.91031,40.879047,0.0 -73.909505,40.878878,0.0 -73.908554,40.877712,0.0 -73.907198,40.876389,0.0 -73.907,40.873455,0.0 -73.907104,40.872978,0.0 -73.908605,40.871678,0.0 -73.909804,40.868282,0.0 -73.91434,40.862521,0.0 -73.91929,40.857475,0.0 -73.920005,40.856679,0.0 -73.920958,40.855112,0.0 -73.921215,40.854693,0.0 -73.922978,40.852022,0.0 -73.923904,40.850488,0.0 -73.927296,40.846557,0.0 -73.928159,40.845492,0.0 -73.930406,40.840279,0.0 -73.930606,40.839679,0.0 -73.933006,40.835679,0.0 -73.933144,40.834815,0.0</coordinates>
</LinearRing>
</outerBoundaryIs>
</Polygon>
</MultiGeometry>",37.40443638,05000US36005,36005,"Bronx County, New York",36,5,36005.0,
