County Name,State-County,geometry,value,GEO_ID,GEO_ID2,Geographic Name,STATE num,COUNTY num,FIPS formula,Has error
Androscoggin,ME-Androscoggin,"<Polygon>
<extrude>0</extrude>
<tessellate>1</tessellate>
<altitudeMode>clampToGround</altitudeMode>
<outerBoundaryIs>
<LinearRing>
<coordinates>-70.485288,44.060398,0.0 -70.48381,44.059003,0.0 -70.480146,44.056719,0.0 -70.47922,44.055664,0.0 -70.479071,44.054077,0.0 -70.480131,44.048522,0.0 -70.481459,44.043688,0.0 -70.480928,44.040296,0.0 -70.480156,44.038181,0.0 -70.478441,44.03539,0.0 -70.480078,44.032078,0.0 -70.481104,44.029224,0.0 -70.479645,44.02629,0.0 -70.450112,44.010239,0.0 -70.448587,44.009428,0.0 -70.44503,44.012804,0.0 -70.401954,43.990108,0.0 -70.398299,43.992093,0.0 -70.399312,43.99475,0.0 -70.396749,43.997131,0.0 -70.397492,43.998329,0.0 -70.396072,44.00016,0.0 -70.395324,44.003091,0.0 -70.363874,43.986445,0.0 -70.32629,44.026123,0.0 -70.315374,44.037807,0.0 -70.314834,44.03739,0.0 -70.29294,44.02141,0.0 -70.292793,44.021307,0.0 -70.237343,43.980218,0.0 -70.229244,43.974064,0.0 -70.200284,43.951993,0.0 -70.203647,43.947928,0.0 -70.196992,43.94595,0.0 -70.160108,43.928189,0.0 -70.118523,43.907967,0.0 -70.11586,43.90671,0.0 -70.092329,43.931953,0.0 -70.080839,43.926458,0.0 -70.034238,43.975661,0.0 -70.037059,43.97939,0.0 -70.044355,43.983893,0.0 -70.046586,43.985642,0.0 -70.047002,43.988078,0.0 -70.048254,43.989368,0.0 -70.051824,43.990982,0.0 -70.05075,43.994085,0.0 -70.046129,43.995446,0.0 -70.045428,43.997353,0.0 -70.043817,43.997831,0.0 -70.043477,44.002268,0.0 -70.041348,44.001387,0.0 -70.03929,44.001771,0.0 -70.037562,43.999617,0.0 -70.033264,44.001344,0.0 -70.035296,44.002604,0.0 -70.032338,44.003243,0.0 -70.033844,44.004851,0.0 -70.034753,44.006755,0.0 -70.035532,44.00709,0.0 -70.033295,44.008636,0.0 -70.034139,44.009583,0.0 -70.035601,44.013215,0.0 -70.037178,44.01516,0.0 -70.036245,44.01651,0.0 -70.037342,44.016842,0.0 -70.037497,44.01911,0.0 -70.033893,44.02016,0.0 -70.032799,44.021264,0.0 -70.036045,44.024525,0.0 -70.036423,44.027141,0.0 -70.034679,44.028323,0.0 -70.034156,44.029719,0.0 -70.029303,44.03037,0.0 -70.027014,44.032903,0.0 -70.025127,44.036364,0.0 -70.025713,44.038657,0.0 -70.026732,44.039289,0.0 -70.026786,44.040238,0.0 -70.027246,44.043358,0.0 -70.025228,44.050921,0.0 -70.005471,44.124519,0.0 -70.012435,44.125434,0.0 -70.011732,44.128011,0.0 -70.027386,44.130577,0.0 -70.018501,44.157851,0.0 -70.013954,44.157581,0.0 -70.010329,44.168651,0.0 -69.998796,44.166834,0.0 -69.993792,44.180594,0.0 -70.060498,44.191775,0.0 -70.057977,44.196012,0.0 -70.055465,44.199092,0.0 -70.065738,44.200725,0.0 -70.075747,44.206168,0.0 -70.07516,44.230282,0.0 -70.07426,44.290154,0.0 -70.074576,44.298614,0.0 -70.09905,44.319547,0.0 -70.100459,44.333254,0.0 -70.100255,44.33462,0.0 -70.102265,44.336077,0.0 -70.102865,44.337223,0.0 -70.128906,44.368204,0.0 -70.131662,44.367469,0.0 -70.132595,44.371382,0.0 -70.120052,44.372712,0.0 -70.122172,44.381131,0.0 -70.100491,44.383854,0.0 -70.12316,44.464629,0.0 -70.12939,44.487217,0.0 -70.172525,44.481841,0.0 -70.173452,44.481725,0.0 -70.196313,44.478742,0.0 -70.19885,44.478391,0.0 -70.199758,44.478262,0.0 -70.201276,44.477976,0.0 -70.224444,44.466244,0.0 -70.238904,44.458942,0.0 -70.274412,44.440632,0.0 -70.268287,44.416406,0.0 -70.278692,44.415173,0.0 -70.276752,44.407534,0.0 -70.265223,44.362913,0.0 -70.281511,44.322394,0.0 -70.306455,44.25886,0.0 -70.314493,44.237247,0.0 -70.325218,44.208399,0.0 -70.334094,44.210753,0.0 -70.365474,44.180067,0.0 -70.391735,44.153562,0.0 -70.401809,44.143657,0.0 -70.419714,44.125821,0.0 -70.420719,44.124983,0.0 -70.428822,44.116717,0.0 -70.451157,44.094549,0.0 -70.459741,44.086278,0.0 -70.485288,44.060398,0.0</coordinates>
</LinearRing>
</outerBoundaryIs>
</Polygon>",315.9495935,05000US23001,23001,"Androscoggin County, Maine",23,1,23001.0,
Aroostook,ME-Aroostook,"<Polygon>
<extrude>0</extrude>
<tessellate>1</tessellate>
<altitudeMode>clampToGround</altitudeMode>
<outerBoundaryIs>
<LinearRing>
<coordinates>-70.019747,46.592166,0.0 -70.023362666359,46.5735117449688,0.0 -69.721109,46.574053,0.0 -69.624504,46.573924,0.0 -69.622921,46.573987,0.0 -69.380864,46.572868,0.0 -68.821414,46.57251,0.0 -68.821757,46.395804,0.0 -68.819401,46.395782,0.0 -68.752034,46.395602,0.0 -68.747333,46.395434,0.0 -68.69492,46.395505,0.0 -68.694877,46.382612,0.0 -68.567869,46.38254,0.0 -68.436443,46.382121,0.0 -68.436674,46.250063,0.0 -68.437415,46.207528,0.0 -68.436367,46.183304,0.0 -68.436933,46.168083,0.0 -68.436285,46.124744,0.0 -68.436902,46.04289,0.0 -68.432273,46.035568,0.0 -68.431682,45.952442,0.0 -68.427598,45.944591,0.0 -68.426621,45.85338,0.0 -68.427551,45.759867,0.0 -68.430707,45.759919,0.0 -68.432463,45.667827,0.0 -68.432675,45.626757,0.0 -68.43255,45.62506,0.0 -68.433001,45.581204,0.0 -68.433028,45.578482,0.0 -68.429813,45.577842,0.0 -68.420521,45.575017,0.0 -68.414389,45.572848,0.0 -68.410884,45.573337,0.0 -68.300814,45.590531,0.0 -68.257502,45.597949,0.0 -68.260136,45.604483,0.0 -68.180354,45.618015,0.0 -68.166816,45.620379,0.0 -68.048012,45.639897,0.0 -68.034881,45.642163,0.0 -67.933541,45.659141,0.0 -67.896955,45.665302,0.0 -67.902264,45.680115,0.0 -67.898421,45.677873,0.0 -67.898094,45.676555,0.0 -67.89637,45.675126,0.0 -67.894154,45.675005,0.0 -67.891119,45.673671,0.0 -67.889326,45.671835,0.0 -67.886499,45.672888,0.0 -67.88478,45.672304,0.0 -67.877787,45.672145,0.0 -67.873581,45.669296,0.0 -67.8054831422691,45.6802407212124,0.0 -67.817892,45.693705,0.0 -67.803148,45.696127,0.0 -67.809833,45.729274,0.0 -67.781892,45.731189,0.0 -67.793083,45.750559,0.0 -67.806308,45.755405,0.0 -67.809083,45.767497,0.0 -67.805457,45.76976,0.0 -67.8048504406088,45.7736902133353,0.0 -67.803626,45.781624,0.0 -67.806598,45.794723,0.0 -67.801989,45.803546,0.0 -67.780443,45.816206,0.0 -67.780507,45.817622,0.0 -67.780082,45.818194,0.0 -67.77763,45.819222,0.0 -67.772758,45.81938,0.0 -67.766842,45.818533,0.0 -67.765534,45.818807,0.0 -67.763767,45.820315,0.0 -67.755068,45.82367,0.0 -67.762812,45.82852,0.0 -67.763955,45.829983,0.0 -67.76503,45.83403,0.0 -67.769179,45.839335,0.0 -67.772056,45.841348,0.0 -67.777975,45.843704,0.0 -67.783108,45.846517,0.0 -67.78968,45.851754,0.0 -67.796514,45.859961,0.0 -67.795807,45.861668,0.0 -67.797804,45.86438,0.0 -67.7969029672029,45.8653462255738,0.0 -67.796491,45.865788,0.0 -67.802348,45.86763,0.0 -67.803678,45.869379,0.0 -67.804724,45.874043,0.0 -67.803908,45.882895,0.0 -67.803318,45.883718,0.0 -67.798964,45.884256,0.0 -67.796926,45.887961,0.0 -67.785344,45.895648,0.0 -67.783314,45.895167,0.0 -67.779157,45.89512,0.0 -67.778082,45.897527,0.0 -67.77527,45.896177,0.0 -67.768745,45.897951,0.0 -67.767827,45.898568,0.0 -67.768709,45.901997,0.0 -67.767439,45.904667,0.0 -67.76471,45.908202,0.0 -67.765002,45.909791,0.0 -67.763725,45.91043,0.0 -67.759665,45.909925,0.0 -67.757728,45.912284,0.0 -67.755701,45.911684,0.0 -67.754178,45.913614,0.0 -67.751866,45.914973,0.0 -67.750422,45.917898,0.0 -67.758647,45.923851,0.0 -67.75752,45.925926,0.0 -67.761785,45.927593,0.0 -67.765901,45.927953,0.0 -67.765847,45.930587,0.0 -67.768754,45.932214,0.0 -67.771585,45.931956,0.0 -67.773564,45.934823,0.0 -67.774907,45.935007,0.0 -67.776873,45.93407,0.0 -67.777626,45.934207,0.0 -67.779984,45.938163,0.0 -67.781095,45.943032,0.0 -67.7813004138672,45.958213754226,0.0 -67.781378,45.963948,0.0 -67.781121787338,46.0007726645538,0.0 -67.781096,46.004479,0.0 -67.781435605949,46.0961866174715,0.0 -67.7815780041139,46.1346399969687,0.0 -67.7817688242309,46.1861693013022,0.0 -67.782114,46.279381,0.0 -67.7821143861967,46.279406509136,0.0 -67.7835307789316,46.3729623541084,0.0 -67.784509,46.437576,0.0 -67.7851977039713,46.4665978828503,0.0 -67.7862514754652,46.5110036567689,0.0 -67.7883611593976,46.599905423688,0.0 -67.788406,46.601795,0.0 -67.7888979973637,46.6894489813444,0.0 -67.789284,46.758219,0.0 -67.789799,46.794868,0.0 -67.7897982635952,46.7949794637286,0.0 -67.789288226708,46.8721796867692,0.0 -67.78923,46.880993,0.0 -67.7895822099251,46.9592223727434,0.0 -67.789766,47.000044,0.0 -67.790092,47.040491,0.0 -67.7902398680475,47.0500797010506,0.0 -67.790515,47.067921,0.0 -67.795022,47.069587,0.0 -67.804512,47.07339,0.0 -67.810716,47.07609,0.0 -67.816345,47.081188,0.0 -67.820828,47.083518,0.0 -67.823304,47.084318,0.0 -67.832373,47.085551,0.0 -67.83689,47.087036,0.0 -67.849008,47.093455,0.0 -67.864574,47.099207,0.0 -67.870367,47.100896,0.0 -67.877161,47.101807,0.0 -67.881302,47.103913,0.0 -67.883844,47.105834,0.0 -67.88565,47.10732,0.0 -67.888914,47.110063,0.0 -67.889193,47.113401,0.0 -67.889155,47.118772,0.0 -67.890026,47.124678,0.0 -67.892166,47.128643,0.0 -67.893266,47.129943,0.0 -67.901166,47.135143,0.0 -67.9046,47.137556,0.0 -67.910367,47.148143,0.0 -67.919767,47.151243,0.0 -67.927419,47.154955,0.0 -67.9274883289608,47.1550361367931,0.0 -67.9321618339969,47.1605056145771,0.0 -67.935868,47.164843,0.0 -67.9386671331163,47.1704404180105,0.0 -67.939168,47.171442,0.0 -67.943069,47.176142,0.0 -67.944669,47.177042,0.0 -67.949369,47.182542,0.0 -67.951511,47.183547,0.0 -67.9513422880369,47.1897482103779,0.0 -67.951269,47.192442,0.0 -67.952269,47.196142,0.0 -67.956783,47.199248,0.0 -67.96347,47.202842,0.0 -67.969845,47.205221,0.0 -67.973833,47.206907,0.0 -67.986071,47.209342,0.0 -67.989848,47.210054,0.0 -67.991871,47.212042,0.0 -67.998171,47.217842,0.0 -68.006314,47.226444,0.0 -68.016103,47.234446,0.0 -68.022372,47.238236,0.0 -68.033916,47.24364,0.0 -68.037335,47.245678,0.0 -68.0614138806836,47.256262803591,0.0 -68.061842,47.256451,0.0 -68.074061,47.259764,0.0 -68.076009,47.262095,0.0 -68.077521,47.266666,0.0 -68.080175,47.26991,0.0 -68.082896,47.271921,0.0 -68.092501,47.276696,0.0 -68.119682,47.28729,0.0 -68.121463,47.288272,0.0 -68.125407,47.292155,0.0 -68.128226,47.29419,0.0 -68.137059,47.296068,0.0 -68.145452,47.304093,0.0 -68.152302,47.309878,0.0 -68.153275,47.311729,0.0 -68.153509,47.314038,0.0 -68.152462,47.321534,0.0 -68.15357,47.324162,0.0 -68.15515,47.32542,0.0 -68.161333,47.327752,0.0 -68.176055,47.32924,0.0 -68.1788758030315,47.3303311554079,0.0 -68.202346,47.33941,0.0 -68.204263,47.33973,0.0 -68.211222,47.339112,0.0 -68.214551,47.339637,0.0 -68.217712,47.340847,0.0 -68.222893,47.344526,0.0 -68.224139,47.346696,0.0 -68.224174,47.349827,0.0 -68.224646,47.350787,0.0 -68.227607,47.353049,0.0 -68.234604,47.355035,0.0 -68.240168,47.354217,0.0 -68.247987,47.352514,0.0 -68.265138,47.352543,0.0 -68.26971,47.353733,0.0 -68.272501,47.354923,0.0 -68.278284,47.358604,0.0 -68.284101,47.360389,0.0 -68.289315,47.360207,0.0 -68.292679,47.359476,0.0 -68.294522380309,47.3587007208826,0.0 -68.300718,47.356095,0.0 -68.303778,47.355524,0.0 -68.309933,47.356233,0.0 -68.321478,47.358609,0.0 -68.3289012174799,47.3600413337144,0.0 -68.329879,47.36023,0.0 -68.336236,47.359795,0.0 -68.3370986383111,47.3595968900349,0.0 -68.343007,47.35824,0.0 -68.3534703326205,47.3572335794832,0.0 -68.355171,47.35707,0.0 -68.361559,47.355605,0.0 -68.365728,47.353797,0.0 -68.370265,47.351052,0.0 -68.374487,47.347508,0.0 -68.378616,47.343144,0.0 -68.380334,47.340242,0.0 -68.381448,47.332813,0.0 -68.384281,47.326943,0.0 -68.384622,47.322303,0.0 -68.381308,47.309161,0.0 -68.381746,47.307813,0.0 -68.384706,47.305094,0.0 -68.384943,47.302923,0.0 -68.384105,47.301506,0.0 -68.378667,47.297412,0.0 -68.376955,47.295628,0.0 -68.376319,47.294257,0.0 -68.375615,47.292268,0.0 -68.375848,47.290065,0.0 -68.376829,47.28852,0.0 -68.378678,47.287561,0.0 -68.383514,47.286177,0.0 -68.389863,47.286652,0.0 -68.401748,47.286958,0.0 -68.411073,47.288325,0.0 -68.416615,47.287432,0.0 -68.425148,47.282425,0.0 -68.428715,47.281519,0.0 -68.432555,47.28193,0.0 -68.441979,47.283458,0.0 -68.449875,47.282142,0.0 -68.45825,47.284625,0.0 -68.460064,47.286065,0.0 -68.4619049217417,47.2889986740063,0.0 -68.463964,47.29228,0.0 -68.46628,47.294873,0.0 -68.470282,47.296804,0.0 -68.474851,47.297534,0.0 -68.479558,47.296007,0.0 -68.486742,47.29465,0.0 -68.490386,47.293815,0.0 -68.496912,47.294065,0.0 -68.504006,47.296337,0.0 -68.507432,47.296636,0.0 -68.517982,47.296092,0.0 -68.523492,47.294768,0.0 -68.52907,47.292644,0.0 -68.539587,47.285173,0.0 -68.546641,47.28298,0.0 -68.551747,47.282226,0.0 -68.553896,47.28225,0.0 -68.560378,47.28369,0.0 -68.571094,47.287049,0.0 -68.578551,47.287551,0.0 -68.582984,47.285493,0.0 -68.588725,47.281721,0.0 -68.590605,47.280052,0.0 -68.5918020358011,47.2767158342876,0.0 -68.592516,47.274726,0.0 -68.595354,47.271943,0.0 -68.598726,47.269879,0.0 -68.598657,47.267868,0.0 -68.595028,47.263161,0.0 -68.594053,47.261218,0.0 -68.593304,47.259462,0.0 -68.594681,47.257419,0.0 -68.598047,47.254559,0.0 -68.6047168095891,47.2494955783967,0.0 -68.604819,47.249418,0.0 -68.607906,47.247497,0.0 -68.612411,47.244803,0.0 -68.619749,47.243218,0.0 -68.624964,47.242392,0.0 -68.6255299234299,47.242387530272,0.0 -68.635093,47.242312,0.0 -68.639,47.241394,0.0 -68.648029,47.239706,0.0 -68.653902,47.239479,0.0 -68.658467,47.237149,0.0 -68.661957,47.236327,0.0 -68.664071,47.236762,0.0 -68.675913,47.242626,0.0 -68.684487,47.242886,0.0 -68.687662,47.244215,0.0 -68.690414,47.243987,0.0 -68.693434,47.243072,0.0 -68.6977451663273,47.240745395786,0.0 -68.701841,47.238535,0.0 -68.705314,47.238066,0.0 -68.70857,47.238705,0.0 -68.710919,47.240327,0.0 -68.713638,47.240989,0.0 -68.717867,47.240919,0.0 -68.728579,47.236142,0.0 -68.734774,47.235414,0.0 -68.744509,47.230433,0.0 -68.752104,47.226645,0.0 -68.764346,47.222044,0.0 -68.769721,47.22135,0.0 -68.781377,47.221048,0.0 -68.803699,47.21551,0.0 -68.812157,47.215461,0.0 -68.817912,47.210898,0.0 -68.822886,47.209094,0.0 -68.8265554515914,47.206916063232,0.0 -68.831915,47.203735,0.0 -68.848505,47.197558,0.0 -68.851302,47.1944,0.0 -68.857519,47.19095,0.0 -68.863163,47.188622,0.0 -68.871096,47.189252,0.0 -68.874487,47.188405,0.0 -68.877914,47.186601,0.0 -68.88241,47.183357,0.0 -68.890154,47.182241,0.0 -68.893204,47.182974,0.0 -68.895685,47.182883,0.0 -68.89877,47.181353,0.0 -68.900085,47.177719,0.0 -68.902425,47.178839,0.0 -68.90524,47.180919,0.0 -68.907472,47.184906,0.0 -68.909729,47.186292,0.0 -68.912043,47.186444,0.0 -68.913866,47.188054,0.0 -68.916869,47.189333,0.0 -68.919752,47.189859,0.0 -68.920253,47.195048,0.0 -68.924645,47.197791,0.0 -68.926421,47.19786,0.0 -68.92793,47.196969,0.0 -68.929808,47.197266,0.0 -68.929251,47.199449,0.0 -68.933909,47.199992,0.0 -68.93571,47.202249,0.0 -68.942484,47.206386,0.0 -68.948923,47.202819,0.0 -68.950397,47.202476,0.0 -68.951769,47.20292,0.0 -68.952511,47.206087,0.0 -68.95335,47.206749,0.0 -68.958414,47.205491,0.0 -68.96113,47.205582,0.0 -68.966433,47.212712,0.0 -68.971383,47.214486,0.0 -68.975089,47.216687,0.0 -68.978628,47.217704,0.0 -68.980428,47.220125,0.0 -68.991496,47.224808,0.0 -69.005619,47.230223,0.0 -69.024264,47.237854,0.0 -69.02851,47.239596,0.0 -69.033456,47.240984,0.0 -69.041516,47.245639,0.0 -69.050252,47.255876,0.0 -69.050737,47.25733,0.0 -69.050367,47.259821,0.0 -69.049326,47.262107,0.0 -69.048083,47.263044,0.0 -69.048936,47.264744,0.0 -69.047076,47.267089,0.0 -69.048447,47.269459,0.0 -69.046652,47.271097,0.0 -69.047846,47.274243,0.0 -69.049843,47.277884,0.0 -69.050984,47.28063,0.0 -69.04939,47.284689,0.0 -69.050094,47.2915,0.0 -69.050699,47.292552,0.0 -69.052278,47.293078,0.0 -69.052748,47.294403,0.0 -69.052614,47.298289,0.0 -69.051337,47.299774,0.0 -69.050793,47.303944,0.0 -69.049118,47.306471,0.0 -69.054932,47.315298,0.0 -69.053965,47.328058,0.0 -69.054503,47.377967,0.0 -69.050111,47.378558,0.0 -69.05014,47.380928,0.0 -69.046448,47.383934,0.0 -69.043958,47.383682,0.0 -69.041605,47.382831,0.0 -69.03928,47.385052,0.0 -69.039818,47.386309,0.0 -69.04288,47.387841,0.0 -69.044259,47.389259,0.0 -69.045403,47.39191,0.0 -69.043248,47.397189,0.0 -69.040023,47.39546,0.0 -69.03857,47.396901,0.0 -69.042002,47.399269,0.0 -69.042371,47.401143,0.0 -69.037378,47.401504,0.0 -69.042547,47.404633,0.0 -69.039138,47.404068,0.0 -69.032499,47.402216,0.0 -69.032534,47.406324,0.0 -69.030989,47.409055,0.0 -69.036882,47.407977,0.0 -69.035718,47.414435,0.0 -69.042375,47.416331,0.0 -69.039422,47.420053,0.0 -69.039301,47.42217,0.0 -69.042255,47.423462,0.0 -69.042702,47.426651,0.0 -69.043947,47.427634,0.0 -69.047913,47.427387,0.0 -69.046375,47.424684,0.0 -69.050043,47.422446,0.0 -69.051881,47.423449,0.0 -69.04889,47.425079,0.0 -69.050467,47.426509,0.0 -69.052934,47.429207,0.0 -69.055465,47.432274,0.0 -69.061192,47.433052,0.0 -69.064171,47.432972,0.0 -69.062685,47.43043,0.0 -69.066715,47.43024,0.0 -69.069354,47.427228,0.0 -69.0756,47.426711,0.0 -69.080656,47.424068,0.0 -69.082508,47.423976,0.0 -69.086849,47.425228,0.0 -69.090897,47.424699,0.0 -69.091923,47.427017,0.0 -69.096756,47.427013,0.0 -69.097364,47.430326,0.0 -69.098511,47.431217,0.0 -69.103605,47.430756,0.0 -69.104092,47.428988,0.0 -69.107838,47.427711,0.0 -69.10726,47.431159,0.0 -69.108215,47.435831,0.0 -69.112756,47.435899,0.0 -69.112895,47.438013,0.0 -69.116505,47.438662,0.0 -69.122471,47.442413,0.0 -69.124672,47.442086,0.0 -69.131542,47.444439,0.0 -69.139375,47.446631,0.0 -69.139737,47.444759,0.0 -69.141547,47.444298,0.0 -69.14305,47.446523,0.0 -69.146439,47.44886,0.0 -69.15043,47.448714,0.0 -69.152383,47.450202,0.0 -69.156074,47.451035,0.0 -69.157602,47.450985,0.0 -69.158771,47.448698,0.0 -69.161625,47.447354,0.0 -69.164744,47.448631,0.0 -69.164362,47.451037,0.0 -69.170958,47.453409,0.0 -69.173397,47.455763,0.0 -69.178412,47.456615,0.0 -69.181951,47.45561,0.0 -69.185733,47.455402,0.0 -69.189825,47.453618,0.0 -69.191731,47.454875,0.0 -69.195822,47.455488,0.0 -69.200722,47.453689,0.0 -69.203886,47.452203,0.0 -69.206142,47.454085,0.0 -69.214297,47.456517,0.0 -69.219996,47.457159,0.0 -69.22442,47.459686,0.0 -69.328192,47.358494,0.0 -69.439198,47.250033,0.0 -69.566383,47.125032,0.0 -69.818552,46.87503,0.0 -69.874514,46.818615,0.0 -69.943121,46.750034,0.0 -69.95,46.742523,0.0 -69.994248,46.698564,0.0 -69.997086,46.69523,0.0 -70.019747,46.592166,0.0</coordinates>
</LinearRing>
</outerBoundaryIs>
</Polygon>",729.1843514,05000US23003,23003,"Aroostook County, Maine",23,3,23003.0,
