name,wikipedia,geometry
Swietokrzyskie,Kielce,"<Polygon><outerBoundaryIs><LinearRing><coordinates>20.70706,51.14639 20.710597,51.143646 20.721662,51.133171 20.732374,51.125233 20.746348,51.116504 20.757126,51.117076 20.769034,51.113472 20.783869,51.107506 20.795069,51.104798 20.803657,51.104869 20.815875,51.104953 20.823326,51.106972 20.829078,51.107898 20.838197,51.107262 20.846896,51.105874 20.862814,51.102257 20.872749,51.101006 20.881236,51.100853 20.888905,51.101466 20.895793,51.103127 20.905869,51.104392 20.910441,51.105445 20.917028,51.106033 20.931573,51.105327 20.944163,51.105343 20.953002,51.107522 20.961448,51.107816 20.969213,51.108406 20.971235,51.10777 20.983556,51.109698 20.991546,51.110603 21.005406,51.110211 21.016646,51.114049 21.026153,51.117905 21.063332,51.135815 21.069351,51.145255 21.080047,51.158786 21.087534,51.169345 21.123599,51.173165 21.139756,51.171303 21.14408,51.13112 21.154573,51.123337 21.174073,51.109878 21.178752,51.096928 21.176867,51.086788 21.182005,51.080612 21.192356,51.070725 21.199107,51.064735 21.208999,51.058705 21.227213,51.053151 21.239133,51.052476 21.319539,51.046935 21.333747,51.045531 21.345204,51.044994 21.36418,51.043713 21.388152,51.039474 21.409326,51.034218 21.424204,51.028374 21.439308,51.020137 21.448682,51.019198 21.46217,51.01807 21.474174,51.016304 21.500562,51.008758 21.514512,51.013897 21.528438,51.017446 21.541053,51.020051 21.564193,51.025505 21.578834,51.028613 21.593974,51.030448 21.613518,51.033885 21.628827,51.034897 21.650645,51.036538 21.671488,51.039307 21.680629,51.038831 21.692608,51.038482 21.701369,51.038532 21.715646,51.041992 21.725626,51.042626 21.735793,51.040034 21.743041,51.039986 21.751155,51.039585 21.763898,51.038503 21.779026,51.042801 21.798258,51.044517 21.815978,51.045882 21.825152,51.046764 21.83799,51.047049 21.846954,51.048196 21.855202,51.04588 21.855754,51.042151 21.858229,51.036041 21.858662,51.025345 21.858696,51.015121 21.855589,51.006875 21.854557,50.995019 21.85231,50.985855 21.851054,50.979591 21.857907,50.959973 21.853538,50.953258 21.851672,50.942485 21.853556,50.933724 21.858331,50.9244 21.862356,50.910176 21.868325,50.896804 21.869442,50.88759 21.868065,50.86847 21.870536,50.863716 21.876897,50.853694 21.879855,50.845799 21.886134,50.831958 21.889909,50.826589 21.897241,50.821007 21.904748,50.812371 21.909619,50.807781 21.898916,50.803467 21.892598,50.793721 21.887712,50.778877 21.88373,50.758442 21.882627,50.747771 21.882656,50.74093 21.872605,50.720871 21.867746,50.705642 21.851275,50.6843 21.842514,50.667999 21.830038,50.656009 21.820475,50.646721 21.805168,50.639004 21.789713,50.6295 21.778931,50.620356 21.765668,50.609927 21.741924,50.595272 21.734604,50.590039 21.713214,50.572032 21.703959,50.564069 21.69073,50.554036 21.682696,50.54791 21.669938,50.538394 21.663714,50.533184 21.654296,50.523707 21.632781,50.513882 21.613933,50.505258 21.595034,50.498584 21.562344,50.486863 21.556777,50.485147 21.544084,50.481163 21.536964,50.478519 21.524964,50.470478 21.511109,50.46571 21.498066,50.459659 21.492272,50.454666 21.488448,50.450707 21.48384,50.442135 21.464754,50.426231 21.451382,50.420433 21.431119,50.415704 21.392565,50.414029 21.375205,50.41203 21.365293,50.408447 21.353706,50.402036 21.325194,50.382531 21.317944,50.367252 21.305019,50.352738 21.284053,50.326767 21.262187,50.32158 21.247083,50.323802 21.227006,50.322209 21.19841,50.321464 21.185034,50.318394 21.1682,50.317585 21.148946,50.319214 21.140178,50.317897 21.119098,50.315631 21.061997,50.298877 21.047169,50.299133 21.019158,50.300099 21.00859,50.298732 20.978945,50.296817 20.96532,50.294789 20.932517,50.290244 20.917035,50.289927 20.886815,50.283142 20.873109,50.279945 20.840838,50.27623 20.828317,50.273043 20.800065,50.257001 20.784888,50.246911 20.767557,50.231178 20.763161,50.225713 20.760198,50.220628 20.739522,50.204476 20.723189,50.189698 20.718579,50.182774 20.682933,50.172901 20.667873,50.174405 20.635862,50.175895 20.614753,50.177566 20.588987,50.179095 20.56099,50.178131 20.491673,50.17936 20.472113,50.180782 20.455594,50.185413 20.441935,50.197524 20.428625,50.205055 20.424137,50.211689 20.418626,50.223687 20.405284,50.238118 20.39761,50.245949 20.391099,50.250893 20.374712,50.260846 20.368114,50.267188 20.364599,50.273048 20.359496,50.279721 20.355895,50.283812 20.349051,50.290853 20.345229,50.29898 20.343408,50.302371 20.343656,50.311791 20.341746,50.320885 20.338193,50.32795 20.330237,50.340916 20.322536,50.3498 20.317918,50.359028 20.300923,50.37785 20.293365,50.386314 20.287761,50.394581 20.281461,50.402795 20.250479,50.420155 20.228665,50.427902 20.211644,50.432729 20.195567,50.434203 20.176726,50.43217 20.159056,50.434627 20.134006,50.44226 20.120025,50.450584 20.104222,50.466686 20.091655,50.474838 20.075607,50.480438 20.050662,50.484406 20.016844,50.48676 19.992897,50.485527 19.972928,50.484638 19.956324,50.484524 19.942378,50.488839 19.936213,50.491252 19.931609,50.495027 19.922449,50.496444 19.899175,50.4962 19.862424,50.498115 19.850429,50.502252 19.833923,50.505841 19.825256,50.509643 19.825839,50.518666 19.838689,50.533501 19.858403,50.542567 19.879998,50.556728 19.902988,50.575669 19.954435,50.578135 19.940717,50.589816 19.934406,50.594452 19.92567,50.598999 19.92159,50.602176 19.915076,50.608108 19.904093,50.617485 19.903719,50.625072 19.900786,50.631125 19.89693,50.637986 19.887478,50.648793 19.854725,50.670842 19.838269,50.677601 19.82665,50.678723 19.810906,50.678258 19.770406,50.686572 19.747895,50.691021 19.741737,50.705724 19.741873,50.715962 19.74575,50.726562 19.750384,50.734698 19.768717,50.748847 19.800046,50.752754 19.808481,50.756749 19.825009,50.759468 19.834299,50.759327 19.844186,50.758153 19.851502,50.758075 19.851826,50.769836 19.852601,50.775003 19.852352,50.778294 19.85248,50.788741 19.838844,50.793286 19.791563,50.803157 19.750527,50.804326 19.771632,50.827491 19.782016,50.837125 19.79949,50.844974 19.820203,50.851518 19.843837,50.865204 19.849809,50.871975 19.854752,50.879246 19.85416,50.902238 19.850807,50.911625 19.848774,50.921182 19.846803,50.936081 19.855456,50.972446 19.857565,50.988854 19.866102,50.992829 19.878934,50.989597 19.90328,50.990684 19.919523,50.986607 19.935684,50.978805 19.955141,50.968105 19.972748,50.957509 19.990944,50.944568 20.00838,50.934171 20.031476,50.929478 20.043027,50.927463 20.045792,50.932315 20.050945,50.944187 20.060399,50.962724 20.062224,50.975304 20.061894,50.989975 20.05824,51.009888 20.049076,51.017311 20.042708,51.022519 20.032153,51.025044 20.001786,51.03389 19.989661,51.042724 19.980554,51.051026 19.977871,51.060216 19.972538,51.079265 19.973142,51.088097 19.976381,51.098966 19.983348,51.108189 19.992991,51.121053 19.998664,51.130329 20.002463,51.133971 20.012967,51.14412 20.025382,51.157173 20.056262,51.159566 20.091176,51.162636 20.104817,51.155559 20.120828,51.151849 20.13889,51.152783 20.154739,51.149478 20.174378,51.146121 20.188431,51.150315 20.202658,51.157483 20.220986,51.164584 20.242588,51.175631 20.259374,51.188317 20.268509,51.19711 20.283385,51.203346 20.305128,51.20591 20.329403,51.209914 20.355768,51.211209 20.367289,51.214997 20.371852,51.221905 20.374085,51.229724 20.38237,51.243969 20.388134,51.254838 20.406339,51.28346 20.419442,51.286981 20.432126,51.289996 20.45218,51.291546 20.463017,51.290732 20.475053,51.289666 20.482043,51.287277 20.485915,51.283471 20.490544,51.277908 20.494326,51.272759 20.504584,51.259613 20.510603,51.252671 20.515902,51.243969 20.51399,51.235215 20.519925,51.22564 20.531177,51.22273 20.543313,51.219913 20.558394,51.215263 20.620847,51.191535 20.641241,51.184087 20.654624,51.179198 20.670649,51.173744 20.696799,51.161884 20.701877,51.15527 20.704826,51.150294 20.70706,51.14639</coordinates></LinearRing></outerBoundaryIs></Polygon>"
