geometry,name,Wikipedia
"<MultiGeometry><Polygon><outerBoundaryIs><LinearRing><coordinates>179.072194858,-47.713636977,0 179.072520379,-47.716403904,0 179.068369988,-47.714125258,0 179.068044467,-47.711439711,0 179.072194858,-47.713636977,0</coordinates></LinearRing></outerBoundaryIs></Polygon><Polygon><outerBoundaryIs><LinearRing><coordinates>179.096283399,-47.704359633,0 179.095713738,-47.708021743,0 179.094899936,-47.704766534,0 179.096283399,-47.704359633,0</coordinates></LinearRing></outerBoundaryIs></Polygon><Polygon><outerBoundaryIs><LinearRing><coordinates>179.096039259,-47.698744399,0 179.096202019,-47.701267185,0 179.094899936,-47.699476821,0 179.096039259,-47.698744399,0</coordinates></LinearRing></outerBoundaryIs></Polygon><Polygon><outerBoundaryIs><LinearRing><coordinates>179.063975457,-47.69524505,0 179.05339603,-47.699558201,0 179.053070509,-47.695977472,0 179.06120853,-47.693942967,0 179.063975457,-47.69524505,0</coordinates></LinearRing></outerBoundaryIs></Polygon><Polygon><outerBoundaryIs><LinearRing><coordinates>179.042165561,-47.691827081,0 179.041351759,-47.693210545,0 179.040863477,-47.69125742,0 179.042165561,-47.691827081,0</coordinates></LinearRing></outerBoundaryIs></Polygon></MultiGeometry>",Bounty Islands,
"<Polygon><outerBoundaryIs><LinearRing><coordinates>172.145995484,-34.1446580121,0 172.150873166,-34.1444547753,0 172.157173504,-34.1444547753,0 172.158392925,-34.1481130366,0 172.154734664,-34.1519745347,0 172.145792247,-34.1523810081,0 172.146198721,-34.1558360327,0 172.148840798,-34.1619331348,0 172.148231088,-34.1649816859,0 172.151686112,-34.1668108166,0 172.148637561,-34.1676237635,0 172.144776063,-34.1690464207,0 172.137662778,-34.1692496574,0 172.131565675,-34.1659978696,0 172.127704177,-34.1615266614,0 172.121810312,-34.1564457429,0 172.11632292,-34.1523810081,0 172.114697026,-34.1464871427,0 172.11632292,-34.1442515386,0 172.119981181,-34.1450644856,0 172.125468573,-34.1473000897,0 172.138882198,-34.1491292203,0 172.143556643,-34.1466903795,0 172.145995484,-34.1446580121,0</coordinates></LinearRing></outerBoundaryIs></Polygon>",Three Kings Islands,
"<Polygon><outerBoundaryIs><LinearRing><coordinates>178.839040561,-49.629164321,0 178.843923373,-49.646091404,0 178.839040561,-49.662692967,0 178.831553582,-49.67945729,0 178.827484571,-49.696465753,0 178.826345248,-49.713148696,0 178.822113477,-49.719821873,0 178.813975457,-49.720798435,0 178.773203972,-49.719903253,0 178.741709832,-49.714532159,0 178.719004754,-49.700127863,0 178.71762129,-49.672539972,0 178.728037957,-49.660739842,0 178.770762566,-49.627211196,0 178.787119988,-49.617852472,0 178.800629102,-49.614922784,0 178.81519616,-49.615411066,0 178.828868035,-49.619886977,0 178.839040561,-49.629164321,0</coordinates></LinearRing></outerBoundaryIs></Polygon>",Antipodes Islands,
"<Polygon><outerBoundaryIs><LinearRing><coordinates>169.250420503,-52.520256569,0 169.260438059,-52.544456443,0 169.261573567,-52.554543757,0 169.245001464,-52.562634986,0 169.237281234,-52.572731799,0 169.229571511,-52.587531574,0 169.195295622,-52.600313271,0 169.16654098,-52.598281474,0 169.132238844,-52.595591935,0 169.118975781,-52.588187014,0 169.100190043,-52.57943604,0 169.084746696,-52.574707927,0 169.073724499,-52.564612947,0 169.061510373,-52.561270175,0 169.051487311,-52.568681655,0 169.025645379,-52.553480727,0 169.015391472,-52.542657159,0 169.024843648,-52.53374953,0 169.045903012,-52.535096998,0 169.082537339,-52.54178848,0 169.113593225,-52.54645347,0 169.120142205,-52.5270007,0 169.128908255,-52.509546761,0 169.144305037,-52.49006051,0 169.159764881,-52.480641748,0 169.186254711,-52.469199121,0 169.205022085,-52.469188156,0 169.212759791,-52.474562294,0 169.208994988,-52.484063409,0 169.222015821,-52.483168227,0 169.234711134,-52.488539321,0 169.241709832,-52.497165623,0 169.274689322,-52.505429966,0 169.293523962,-52.52019846,0 169.274751146,-52.524258184,0 169.250420503,-52.520256569,0</coordinates></LinearRing></outerBoundaryIs></Polygon>",Campbell Islands,
"<MultiGeometry><Polygon><outerBoundaryIs><LinearRing><coordinates>166.136973504,-50.864353123,0 166.205251498,-50.875664972,0 166.226328972,-50.885430597,0 166.212250196,-50.890232029,0 166.184255405,-50.894138279,0 166.157237175,-50.903252863,0 166.14340254,-50.904554946,0 166.129649285,-50.902601821,0 166.122731967,-50.912041925,0 165.985524936,-50.904392185,0 165.978282097,-50.900160415,0 165.973887566,-50.893731378,0 165.965017123,-50.885430597,0 165.941905144,-50.872002863,0 165.931813998,-50.863702081,0 165.924082879,-50.851250909,0 165.942393425,-50.852959894,0 165.958343946,-50.859063409,0 165.985687696,-50.874607029,0 165.999847852,-50.87476979,0 166.07683353,-50.862399998,0 166.089610222,-50.853448175,0 166.095876498,-50.851250909,0 166.107106967,-50.852308852,0 166.136973504,-50.864353123,0</coordinates></LinearRing></outerBoundaryIs></Polygon><Polygon><outerBoundaryIs><LinearRing><coordinates>166.230723504,-50.528741144,0 166.228526238,-50.542575779,0 166.226328972,-50.549004816,0 166.242523634,-50.549493097,0 166.28777103,-50.54273854,0 166.2841903,-50.548435154,0 166.288259311,-50.560153904,0 166.29558353,-50.571547133,0 166.302012566,-50.576918227,0 166.26050866,-50.576918227,0 166.250824415,-50.579359633,0 166.247813347,-50.585544529,0 166.247080925,-50.593194269,0 166.243418816,-50.600762628,0 166.226247592,-50.611423435,0 166.214040561,-50.608656508,0 166.20183353,-50.604668878,0 166.184743686,-50.611016534,0 166.195323113,-50.618422133,0 166.202403191,-50.628187758,0 166.212087436,-50.652601821,0 166.205414259,-50.650485935,0 166.191172722,-50.648044529,0 166.184743686,-50.645765883,0 166.189138217,-50.660577081,0 166.192149285,-50.666273696,0 166.184336785,-50.670586847,0 166.164317254,-50.686781508,0 166.179453972,-50.683200779,0 166.195811394,-50.683282159,0 166.212087436,-50.686781508,0 166.226328972,-50.693536066,0 166.202403191,-50.700778904,0 166.149424675,-50.696872654,0 166.122731967,-50.700372003,0 166.122731967,-50.707207941,0 166.142344597,-50.70712656,0 166.177256707,-50.719821873,0 166.198415561,-50.720879816,0 166.189219597,-50.738457941,0 166.177907748,-50.755059503,0 166.193369988,-50.755791925,0 166.219411655,-50.753513279,0 166.232595248,-50.755059503,0 166.228200717,-50.763767185,0 166.226817254,-50.772393488,0 166.228282097,-50.78118255,0 166.232595248,-50.789727472,0 166.224131707,-50.78915781,0 166.206797722,-50.790297133,0 166.198415561,-50.789727472,0 166.198415561,-50.796563409,0 166.212087436,-50.797539972,0 166.229991082,-50.802992446,0 166.245941602,-50.810479425,0 166.253672722,-50.817071222,0 166.251149936,-50.834161066,0 166.240082227,-50.851006769,0 166.224375847,-50.860121352,0 166.208832227,-50.854668878,0 166.184906446,-50.841566665,0 166.153575066,-50.834567967,0 166.125010613,-50.824476821,0 166.108897332,-50.802829685,0 166.098317905,-50.813164972,0 166.086680535,-50.82024505,0 166.06120853,-50.830743097,0 166.067556186,-50.817559503,0 166.077403191,-50.802422784,0 166.083506707,-50.786797784,0 166.078623894,-50.772393488,0 166.067637566,-50.761976821,0 166.054372592,-50.753594659,0 166.040212436,-50.752048435,0 166.027110222,-50.762465102,0 166.036143425,-50.767754816,0 166.047373894,-50.777032159,0 166.052907748,-50.785902602,0 166.044444207,-50.789727472,0 166.030609571,-50.786879165,0 166.007497592,-50.776299738,0 165.992930535,-50.776136977,0 166.003916863,-50.785332941,0 166.014170769,-50.791192316,0 166.02230879,-50.798028253,0 166.027110222,-50.810235284,0 166.026866082,-50.825372003,0 166.021494988,-50.83603281,0 166.011078321,-50.842380467,0 165.996348504,-50.844414972,0 165.978688998,-50.84351979,0 165.965342644,-50.840101821,0 165.953868035,-50.832940363,0 165.941416863,-50.820489191,0 165.933116082,-50.821384373,0 165.920176629,-50.830498956,0 165.896739129,-50.851250909,0 165.886485222,-50.794610284,0 165.925303582,-50.75400156,0 166.059092644,-50.693536066,0 166.078786655,-50.67555104,0 166.091481967,-50.651950779,0 166.095876498,-50.621270441,0 166.103200717,-50.598565363,0 166.115244988,-50.574476821,0 166.117686394,-50.552422784,0 166.095876498,-50.535902602,0 166.113291863,-50.532484633,0 166.126475457,-50.527764581,0 166.139903191,-50.526055597,0 166.157481316,-50.532159113,0 166.171153191,-50.532810154,0 166.219411655,-50.526055597,0 166.232595248,-50.522230727,0 166.230723504,-50.528741144,0</coordinates></LinearRing></outerBoundaryIs></Polygon></MultiGeometry>",Auckland Islands,
"<Polygon><outerBoundaryIs><LinearRing><coordinates>166.637217644,-47.993584894,0 166.632090691,-48.000176691,0 166.623545769,-48.020928644,0 166.629405144,-48.029880467,0 166.634287957,-48.039971613,0 166.637461785,-48.05087656,0 166.637217644,-48.06243255,0 166.62777754,-48.058770441,0 166.622325066,-48.052992446,0 166.613047722,-48.038262628,0 166.604828321,-48.035332941,0 166.568369988,-48.041924738,0 166.568369988,-48.034437758,0 166.618825717,-47.997979425,0 166.637217644,-47.993584894,0</coordinates></LinearRing></outerBoundaryIs></Polygon>",The Snares,
"<Polygon><outerBoundaryIs><LinearRing><coordinates>174.776443313,-38.7402190083,0 174.796287063,-38.7358265108,0 174.810446405,-38.7388237434,0 174.822435338,-38.7471436496,0 174.840625442,-38.7629566377,0 174.868324009,-38.7770643036,0 174.851167434,-38.7855909162,0 174.83008345,-38.7911719703,0 174.824605748,-38.795512791,0 174.820781692,-38.7994401996,0 174.798767532,-38.8346318503,0 174.808275995,-38.8731824679,0 174.835251093,-38.9066171203,0 174.869667597,-38.8939047175,0 174.885480585,-38.9177792285,0 174.882483352,-38.9508004698,0 174.892611933,-38.9787574199,0 174.914936151,-38.9984978167,0 174.955553827,-39.0053191061,0 174.97116011,-39.0308989394,0 174.970953404,-39.0617497694,0 175.03720259,-39.0743588185,0 175.05704634,-39.0880530741,0 175.067691685,-39.1052613262,0 175.05487593,-39.1116692027,0 175.038546177,-39.1070183245,0 175.026557245,-39.1098605275,0 174.942324661,-39.1959017874,0 174.921964146,-39.2305766742,0 174.904497512,-39.2367778459,0 174.881449823,-39.2401368138,0 174.853441197,-39.2638562969,0 174.837008092,-39.2969292132,0 174.826672805,-39.3119153791,0 174.824088983,-39.3256613097,0 174.869150832,-39.350310968,0 174.889511347,-39.358734226,0 174.894472284,-39.373203627,0 174.890028111,-39.383487237,0 174.884033645,-39.3932024072,0 174.884963821,-39.415268243,0 174.893748814,-39.435835463,0 174.923514439,-39.4646709114,0 174.969609817,-39.4962968887,0 174.983665806,-39.5268893372,0 174.992760858,-39.5566032847,0 174.977154576,-39.6017168111,0 174.9762244,-39.6480705709,0 174.984802688,-39.6565455058,0 174.992037388,-39.6661056463,0 174.973020461,-39.6792314593,0 174.95059289,-39.684502455,0 174.940360956,-39.6880164525,0 174.935710077,-39.695251153,0 174.935296666,-39.7146298146,0 174.938087193,-39.7285824517,0 174.921447382,-39.7452222631,0 174.89901981,-39.7510100237,0 174.870287714,-39.7694068343,0 174.845276321,-39.7922994924,0 174.819851516,-39.8038750136,0 174.799284296,-39.8204114722,0 174.772325996,-39.8591446621,0 174.77230879,-39.85914479,0 174.735036655,-39.85947031,0 174.654551629,-39.836358331,0 174.593272332,-39.831475519,0 174.567637566,-39.826755467,0 174.543711785,-39.814629816,0 174.437266472,-39.736911717,0 174.418142123,-39.71851979,0 174.359873894,-39.647149347,0 174.31902103,-39.613864842,0 174.269053582,-39.591892185,0 174.215098504,-39.578545831,0 174.044606967,-39.557549738,0 173.986582879,-39.542250258,0 173.851247592,-39.463962498,0 173.814707879,-39.43336354,0 173.784434441,-39.393243097,0 173.765310092,-39.346937758,0 173.759287957,-39.301364842,0 173.76441491,-39.255466404,0 173.777598504,-39.207696222,0 173.807139519,-39.163018488,0 173.852712436,-39.134454034,0 173.95573978,-39.098402602,0 174.211599155,-38.973321222,0 174.233571811,-38.968194269,0 174.366709832,-38.975681248,0 174.415049675,-38.963067316,0 174.458994988,-38.93726979,0 174.578868035,-38.839450779,0 174.594004754,-38.818617446,0 174.602224155,-38.781996352,0 174.611501498,-38.758396092,0 174.613617384,-38.745293878,0 174.613536004,-38.714532159,0 174.617605014,-38.707370701,0 174.617610472,-38.7073609707,0 174.688490025,-38.7357748348,0 174.776443313,-38.7402190083,0</coordinates></LinearRing></outerBoundaryIs></Polygon>",Taranaki,
"<Polygon><outerBoundaryIs><LinearRing><coordinates>169.671948684,-43.9755066872,0 169.679700149,-44.0308521458,0 169.667917922,-44.0556051569,0 169.642906529,-44.0862492822,0 169.625543248,-44.1131727027,0 169.604045852,-44.1328614235,0 169.579964634,-44.1604566376,0 169.567355585,-44.1800936825,0 169.546995071,-44.203244724,0 169.544307896,-44.2252588839,0 169.544204543,-44.406488133,0 169.547098424,-44.4307760561,0 169.552576125,-44.4460206026,0 169.58378869,-44.4553223606,0 169.612210728,-44.4735124647,0 169.627713658,-44.499505711,0 169.643629999,-44.5658582501,0 169.663060338,-44.5848234996,0 169.685797968,-44.5942802873,0 169.713806594,-44.5910246723,0 169.74109175,-44.617793064,0 169.797315709,-44.6606845032,0 169.871006301,-44.6537081851,0 169.903252395,-44.6647152646,0 169.933638137,-44.6921554499,0 169.957305943,-44.7277088358,0 169.98893192,-44.8000041642,0 170.023658482,-44.8595870907,0 170.053630813,-44.8939519181,0 170.075334914,-44.9131238751,0 170.10654748,-44.9249577778,0 170.177447545,-44.9288851873,0 170.265607538,-44.9150875789,0 170.303744745,-44.9165345189,0 170.322348261,-44.925784601,0 170.335164016,-44.945421645,0 170.331650019,-44.967384129,0 170.337644485,-44.9951343727,0 170.34756636,-45.0208175597,0 170.369993931,-45.0466040986,0 170.390044387,-45.060401707,0 170.487609491,-45.0206625301,0 170.643568964,-44.9188599588,0 170.679018996,-44.9060958801,0 170.718396438,-44.8985511212,0 170.757670526,-44.8979310036,0 170.84201963,-44.8817073247,0 171.019718794,-44.9165669693,0 171.125059562,-44.9469872448,0 171.172539478,-44.9533270807,0 171.162902661,-44.968317685,0 171.158702019,-44.983493748,0 171.091156446,-45.073663019,0 170.980316602,-45.154961847,0 170.926117384,-45.23837656,0 170.902191602,-45.309665623,0 170.888926629,-45.330498956,0 170.876963738,-45.355889581,0 170.890879754,-45.368259373,0 170.908213738,-45.379815363,0 170.906260613,-45.402764581,0 170.869151238,-45.433851821,0 170.859873894,-45.447360935,0 170.859711134,-45.458265883,0 170.863536004,-45.469170831,0 170.86597741,-45.482028904,0 170.852061394,-45.500176691,0 170.824229363,-45.513604425,0 170.80355879,-45.529066665,0 170.810720248,-45.553643488,0 170.798838738,-45.565524998,0 170.786794467,-45.571465753,0 170.773122592,-45.57040781,0 170.756114129,-45.561130467,0 170.757334832,-45.572035415,0 170.7607528,-45.582207941,0 170.769786004,-45.60149505,0 170.753103061,-45.612562758,0 170.740244988,-45.616469008,0 170.704274936,-45.615655206,0 170.684092644,-45.620700779,0 170.684580925,-45.631036066,0 170.699229363,-45.64072031,0 170.722015821,-45.642998956,0 170.698415561,-45.679294529,0 170.690603061,-45.684665623,0 170.679372592,-45.686944269,0 170.66675866,-45.692559503,0 170.646250847,-45.705173435,0 170.637950066,-45.707289321,0 170.631358269,-45.705743097,0 170.626719597,-45.706312758,0 170.625173373,-45.715020441,0 170.625173373,-45.724541925,0 170.626149936,-45.729750258,0 170.630381707,-45.732028904,0 170.63941491,-45.732354425,0 170.654551629,-45.736260675,0 170.667816602,-45.742445571,0 170.680674675,-45.743829034,0 170.69402103,-45.732354425,0 170.712250196,-45.743422133,0 170.738536004,-45.753106378,0 170.758799675,-45.763441665,0 170.759287957,-45.776788019,0 170.741547071,-45.786309503,0 170.692881707,-45.793226821,0 170.672862175,-45.8007138,0 170.653656446,-45.822360935,0 170.646250847,-45.828708592,0 170.637543165,-45.830987238,0 170.626149936,-45.832696222,0 170.61622155,-45.836358331,0 170.603688998,-45.861748956,0 170.566416863,-45.879164321,0 170.556813998,-45.896254165,0 170.575531446,-45.889336847,0 170.611582879,-45.88258229,0 170.641937696,-45.864027602,0 170.687185092,-45.85165781,0 170.701019727,-45.842217706,0 170.716156446,-45.819431248,0 170.728282097,-45.807549738,0 170.742035352,-45.801039321,0 170.754567905,-45.798760675,0 170.765961134,-45.794040623,0 170.776621941,-45.780205988,0 170.786875847,-45.7929013,0 170.790782097,-45.80836354,0 170.787282748,-45.86305104,0 170.778575066,-45.876153253,0 170.763845248,-45.881280206,0 170.742442254,-45.88258229,0 170.722015821,-45.881605727,0 170.717946811,-45.883070571,0 170.707692905,-45.888848566,0 170.702403191,-45.895440363,0 170.702647332,-45.9022763,0 170.700450066,-45.907810154,0 170.493418816,-45.922946873,0 170.407969597,-45.943291925,0 170.333750847,-45.981540623,0 170.275726759,-46.040297133,0 170.260020379,-46.063653253,0 170.256358269,-46.075127863,0 170.253184441,-46.105157159,0 170.244151238,-46.123630467,0 170.242198113,-46.13274505,0 170.234873894,-46.153985284,0 170.216970248,-46.172946873,0 170.194509311,-46.188083592,0 170.173350457,-46.197930597,0 170.120453321,-46.213148696,0 170.095713738,-46.224216404,0 170.073985222,-46.242608331,0 170.056813998,-46.260837498,0 170.03785241,-46.276055597,0 169.899424675,-46.344903253,0 169.864756707,-46.378350519,0 169.851247592,-46.430759373,0 169.853688998,-46.457289321,0 169.848968946,-46.467543227,0 169.820811394,-46.474786066,0 169.797373894,-46.488946222,0 169.789317254,-46.49212005,0 169.77214603,-46.490004165,0 169.738454623,-46.480645441,0 169.72144616,-46.478448175,0 169.704274936,-46.480157159,0 169.675466342,-46.489027602,0 169.659353061,-46.49212005,0 169.675059441,-46.496758722,0 169.755544467,-46.499607029,0 169.735524936,-46.534112238,0 169.704112175,-46.549004816,0 169.668142123,-46.558851821,0 169.635101759,-46.578383071,0 169.620860222,-46.577406508,0 169.594981316,-46.570000909,0 169.566905144,-46.565036717,0 169.546071811,-46.571547133,0 169.533376498,-46.580010675,0 169.480479363,-46.601983331,0 169.486175977,-46.606703383,0 169.496104363,-46.618340753,0 169.501719597,-46.623142185,0 169.474619988,-46.629082941,0 169.441091342,-46.622002863,0 169.410329623,-46.620375258,0 169.391774936,-46.643649998,0 169.370860222,-46.632094008,0 169.364512566,-46.629978123,0 169.330088738,-46.625664972,0 169.312510613,-46.626722915,0 169.299082879,-46.632989191,0 169.278575066,-46.648695571,0 169.266612175,-46.654717706,0 169.254649285,-46.657321873,0 169.219737175,-46.660739842,0 169.206309441,-46.659112238,0 169.193207227,-46.649834894,0 169.197032097,-46.629815363,0 169.194509311,-46.618340753,0 169.192718946,-46.618015232,0 169.192702474,-46.6180121298,0 169.196008743,-46.5648060042,0 169.212855259,-46.5431535777,0 169.225050897,-46.5173670388,0 169.223810663,-46.4973682586,0 169.182469517,-46.4582492002,0 169.177405227,-46.4369068339,0 169.177715286,-46.4108619116,0 169.169343703,-46.3843519014,0 169.157148065,-46.3591338033,0 169.164486119,-46.3286447076,0 169.17895552,-46.3033232558,0 169.18546675,-46.2745394833,0 169.187637161,-46.209685561,0 169.15549442,-46.1544951311,0 169.14433231,-46.1267965643,0 169.145985956,-46.1013717588,0 169.135030552,-46.0673169897,0 169.107745396,-46.033468927,0 169.081803827,-46.00778574,0 169.072812128,-45.975539646,0 169.071881952,-45.946135756,0 169.075912714,-45.9178687474,0 169.071675246,-45.8926506493,0 169.058962844,-45.8711532524,0 169.029300572,-45.8520846492,0 169.012454055,-45.8386487769,0 169.007906529,-45.8037671846,0 169.002015416,-45.7833549942,0 168.999741653,-45.7654232717,0 169.000155064,-45.7377247048,0 169.006046177,-45.705892022,0 169.021549107,-45.6615536438,0 169.08335412,-45.572618504,0 169.152807245,-45.4439958642,0 169.195078567,-45.4161422669,0 169.177405227,-45.3736125629,0 169.085834589,-45.3016789688,0 169.049661086,-45.286589451,0 169.00470259,-45.3036426736,0 168.894941848,-45.4162972956,0 168.851223586,-45.4308700503,0 168.812259556,-45.4266325815,0 168.77846317,-45.4166590308,0 168.753761835,-45.3816740857,0 168.689993118,-45.3173886051,0 168.660640904,-45.266952407,0 168.637799921,-45.2581674129,0 168.462513463,-45.3155799291,0 168.396677688,-45.3192489562,0 168.356680129,-45.3176986626,0 168.307587519,-45.2995085585,0 168.29394494,-45.2694845517,0 168.292291295,-45.2417859839,0 168.260665318,-45.1944503722,0 168.243715448,-45.1608606911,0 168.239064569,-45.1317668603,0 168.275961542,-45.0470691866,0 168.272860956,-45.028103937,0 168.216533645,-45.0095004209,0 168.189041783,-44.9910519353,0 168.160723098,-44.9644385723,0 168.141292759,-44.9333293599,0 168.131370884,-44.9006698547,0 168.126099888,-44.8629977345,0 168.146977167,-44.8249122048,0 168.16330692,-44.744917088,0 168.160413039,-44.7088469381,0 168.185837844,-44.6339161105,0 168.205061477,-44.5966574032,0 168.240408157,-44.5536109353,0 168.273997838,-44.5230184868,0 168.307174107,-44.5063786754,0 168.328878209,-44.4899972465,0 168.453935175,-44.4805404597,0 168.649478795,-44.4126893039,0 168.714797805,-44.4061263969,0 168.742703078,-44.3936207006,0 168.780323521,-44.3653020162,0 168.803061151,-44.3400839171,0 168.827659133,-44.291973159,0 168.834273717,-44.2722844382,0 168.844402297,-44.250890395,0 168.862799107,-44.2347156716,0 168.885846796,-44.2182825658,0 168.920883417,-44.2035547832,0 168.956230097,-44.1721871875,0 168.966978795,-44.1538937306,0 168.977520787,-44.1440235327,0 169.025166457,-44.1163249649,0 169.071055129,-44.1014421527,0 169.113429804,-44.0964812144,0 169.162522414,-44.0983932433,0 169.225050897,-44.0913652483,0 169.262567987,-44.0769992001,0 169.292333612,-44.0762240537,0 169.309386835,-44.0856808405,0 169.334708287,-44.0957577449,0 169.367264439,-44.1020622695,0 169.406538528,-44.0870761045,0 169.43981815,-44.0684725892,0 169.48167606,-44.0532797178,0 169.51846968,-44.0347278785,0 169.547718541,-44.0234624157,0 169.567665644,-44.0041354309,0 169.582135045,-43.9835165341,0 169.598981562,-43.9659465467,0 169.623992955,-43.9628459613,0 169.64259647,-43.9626392557,0 169.671948684,-43.9755066872,0</coordinates></LinearRing></outerBoundaryIs></Polygon>",Otago,
