geometry,adm1_cod_1,name,Wikipedia
"<MultiGeometry><Polygon><outerBoundaryIs><LinearRing><coordinates>-9.501698371,39.420233466,0 -9.511952278,39.411200262,0 -9.508249478,39.42177969,0 -9.501698371,39.420233466,0</coordinates></LinearRing></outerBoundaryIs></Polygon><Polygon><outerBoundaryIs><LinearRing><coordinates>-8.14546627365,40.0623869904,0 -8.15244259265,40.0342491731,0 -8.14941952159,40.0170409209,0 -8.10797502323,39.9653128125,0 -8.11939551389,39.9583881704,0 -8.1236588202,39.9543057321,0 -8.1283872136,39.9440221221,0 -8.12572587685,39.9390353463,0 -8.12399471698,39.9349787465,0 -8.12296118821,39.9334801297,0 -8.12634599357,39.9212328149,0 -8.14577633291,39.8914671906,0 -8.15554317897,39.8844133572,0 -8.16499996578,39.8794782582,0 -8.17339738628,39.878005479,0 -8.18267330593,39.8747498639,0 -8.191509976,39.8671275898,0 -8.19970069003,39.8583425974,0 -8.20554012658,39.8542601592,0 -8.215384487,39.8555003935,0 -8.25959367491,39.8448033724,0 -8.26494218593,39.8404625508,0 -8.27052324095,39.8346231152,0 -8.2699806377,39.8296621769,0 -8.27036821132,39.823512682,0 -8.27677608865,39.8196627868,0 -8.28437252437,39.8108002792,0 -8.28421749474,39.8059426955,0 -8.27910152771,39.7947805855,0 -8.32088192376,39.7978294949,0 -8.32829749234,39.8002066108,0 -8.32940853458,39.7952973503,0 -8.32741899319,39.7882176785,0 -8.32426673003,39.7686839873,0 -8.32909847711,39.7664619001,0 -8.34850297713,39.7685289585,0 -8.37054297458,39.7610875515,0 -8.3833328917,39.7586845972,0 -8.42472571502,39.7468765329,0 -8.44291581911,39.7422773298,0 -8.44407853819,39.7467731801,0 -8.44648149343,39.7527676463,0 -8.44792843335,39.7608550076,0 -8.45480139777,39.7844969755,0 -8.4569718081,39.7953490262,0 -8.47076941558,39.8373102894,0 -8.48622066945,39.8335379095,0 -8.49955318893,39.8255797395,0 -8.50888078542,39.8252438418,0 -8.52257503921,39.8217040068,0 -8.57128007741,39.794289659,0 -8.58952185745,39.7870032826,0 -8.60171749537,39.7851170922,0 -8.61990759856,39.7889928249,0 -8.6658221088,39.7733090279,0 -8.67117061983,39.7668236353,0 -8.67669999801,39.7581419949,0 -8.67649329333,39.7504163679,0 -8.67390947095,39.7326138375,0 -8.67398698621,39.7208832875,0 -8.6710155911,39.7130284694,0 -8.66434933136,39.7078091505,0 -8.65592607333,39.7025123154,0 -8.64822628392,39.6948900421,0 -8.64440222808,39.6788703484,0 -8.64807125518,39.669956163,0 -8.65561601407,39.6638841825,0 -8.66372921373,39.6591816275,0 -8.67290178059,39.655021674,0 -8.69460588216,39.6417666689,0 -8.68569169771,39.6102957222,0 -8.684141405,39.5917180454,0 -8.6722041486,39.5651046823,0 -8.67850867404,39.557301541,0 -8.70432105138,39.5315408387,0 -8.71246009036,39.5297321645,0 -8.72253699389,39.5295771349,0 -8.73026261992,39.5323676619,0 -8.73775570286,39.5326777212,0 -8.74227739069,39.5280785181,0 -8.74302669862,39.5212572287,0 -8.74155392118,39.5133507355,0 -8.7349651758,39.5024986839,0 -8.73310482383,39.5001732448,0 -8.73310482383,39.4984162465,0 -8.73473263181,39.494953925,0 -8.73674801341,39.4874350045,0 -8.75111406077,39.479554348,0 -8.79958655408,39.4835851103,0 -8.86513810924,39.4793734808,0 -8.89451616089,39.4706401644,0 -8.90813290031,39.4598139512,0 -8.93970720073,39.4083442252,0 -8.94893144443,39.3984481879,0 -8.95732886404,39.3939781761,0 -8.97686255526,39.3903349883,0 -8.99872168556,39.3614220237,0 -9.00285580065,39.3494330923,0 -8.99693884885,39.3315530465,0 -8.99414832179,39.2989968942,0 -9.02226030067,39.3041386987,0 -9.04112219923,39.3107791201,0 -9.05553992433,39.3127169873,0 -9.06703793026,39.3116576201,0 -9.07388505715,39.3092288273,0 -9.08385860789,39.3039578307,0 -9.10507178394,39.2843207876,0 -9.128429531,39.2529531927,0 -9.14829911901,39.2345047062,0 -9.16935726632,39.2211980252,0 -9.18545447444,39.2331611191,0 -9.20832129599,39.2936225447,0 -9.21661536281,39.3050430363,0 -9.22410844575,39.3131820753,0 -9.23118811664,39.3163601751,0 -9.23614905404,39.3153266463,0 -9.24937822073,39.3170319695,0 -9.25743974445,39.3125877961,0 -9.29965939007,39.2931574568,0 -9.33826168543,39.2931574568,0 -9.3475912956,39.2924775657,0 -9.354074674,39.316229559,0 -9.365834114,39.33600495,0 -9.401763476,39.365220445,0 -9.409291145,39.37518952,0 -9.397816536,39.377997137,0 -9.35292154,39.367934014,0 -9.279244909,39.405821719,0 -9.260803352,39.418442396,0 -9.240314903,39.419997091,0 -9.227894661,39.408433335,0 -9.217600064,39.40619538,0 -9.205922004,39.415472723,0 -9.213531054,39.428615627,0 -9.229888476,39.440741278,0 -9.213649288,39.461035499,0 -9.191085032,39.48153602,0 -9.182873268,39.492583818,0 -9.164413232,39.502023685,0 -9.135694138,39.516180299,0 -9.121300041,39.535104663,0 -9.111008999,39.550879244,0 -9.090434487,39.579274906,0 -9.088341063,39.596661622,0 -9.090343132,39.615641037,0 -9.077946755,39.64247909,0 -9.071692365,39.680436886,0 -8.993031379,39.843166408,0 -8.90247614694,40.0474099132,0 -8.90237097814,40.0473749861,0 -8.89632483602,40.0453596054,0 -8.8707708402,40.0362645529,0 -8.86162411086,40.0315619979,0 -8.84761979782,40.0261876493,0 -8.81542538068,40.0210716823,0 -8.80547766836,40.022156887,0 -8.79364376475,40.0289781764,0 -8.76894242965,40.0372980825,0 -8.71773108612,40.0334223499,0 -8.69801652684,40.0323371451,0 -8.677165086,40.0280996773,0 -8.66512447771,40.0222860782,0 -8.64807125518,40.0105296899,0 -8.63889868832,39.9999360215,0 -8.636030646,39.9981531848,0 -8.62900265105,39.9963186713,0 -8.61851233638,39.9967837593,0 -8.61321550129,39.9989541687,0 -8.6102699446,40.0009695503,0 -8.59484453005,40.0209166536,0 -8.58802324068,40.0250766062,0 -8.58078854016,40.0278412948,0 -8.5732696188,40.0283580588,0 -8.56730099105,40.0280480013,0 -8.56016964421,40.0257225613,0 -8.55378760441,40.020063992,0 -8.54719885904,39.9976622584,0 -8.54575191912,39.9884121772,0 -8.54575191912,39.9724441594,0 -8.54417578798,39.9648994005,0 -8.54022254094,39.959525051,0 -8.53546830912,39.9559593785,0 -8.52849199101,39.9606102576,0 -8.5100435036,39.9781802431,0 -8.48361100864,39.9904792338,0 -8.45087398914,40.0121316594,0 -8.43066850435,40.0107880723,0 -8.42865312274,40.0158782009,0 -8.41986813041,40.0149738634,0 -8.41273678178,40.0102713084,0 -8.39932674793,39.9889289411,0 -8.38961157871,39.9697053092,0 -8.3853482733,39.9566053328,0 -8.38728613874,39.9482079132,0 -8.3927896794,39.9415416534,0 -8.40017940865,39.9376400823,0 -8.40483028769,39.934306952,0 -8.39793148395,39.9326016306,0 -8.38994747639,39.9325499537,0 -8.34912309386,39.9444872101,0 -8.31398312002,39.9751054961,0 -8.30357031882,39.976371568,0 -8.28773149311,39.9707905139,0 -8.27910152771,39.9716173371,0 -8.27315873928,39.976371568,0 -8.27098832805,39.9847689894,0 -8.27532914872,39.9905050732,0 -8.28729224264,39.9992125511,0 -8.2905478577,40.0026231958,0 -8.29235653283,40.0099870884,0 -8.29305416482,40.0159557153,0 -8.27765458779,40.034533393,0 -8.23507320786,40.063988959,0 -8.20520422979,40.055100613,0 -8.17456010626,40.0863390157,0 -8.16158932109,40.0802411968,0 -8.15538814934,40.076365465,0 -8.1491869776,40.0687948677,0 -8.14546627365,40.0623869904,0</coordinates></LinearRing></outerBoundaryIs></Polygon></MultiGeometry>",PRT-740,Leiria,
"<Polygon><outerBoundaryIs><LinearRing><coordinates>-8.191304077,42.062084859,0 -8.176162883,42.06526296,0 -8.15838619,42.071386617,0 -8.137612264,42.072911072,0 -8.118440308,42.066864929,0 -8.103195761,42.055806173,0 -8.09508256,42.040923361,0 -8.097356323,42.023482565,0 -8.108027507,42.010899353,0 -8.123918009,42.000899964,0 -8.152960164,41.986818136,0 -8.18213151,41.965424093,0 -8.220707967,41.922713521,0 -8.230216431,41.904678447,0 -8.231715048,41.886049093,0 -8.220397909,41.868194886,0 -8.184586141,41.857730408,0 -8.177041382,41.849849752,0 -8.175387736,41.836594747,0 -8.17926510105,41.8126125251,0 -8.17977942518,41.812461046,0 -8.18355180507,41.8113500029,0 -8.19605750225,41.8114533548,0 -8.29078040169,41.7725926779,0 -8.31517167843,41.7659264191,0 -8.40265987825,41.7628258327,0 -8.41767188165,41.760345364,0 -8.43159868033,41.7560045443,0 -8.43909176327,41.7522838403,0 -8.45689429374,41.741173408,0 -8.47368913385,41.736057441,0 -8.48156979041,41.7363674994,0 -8.48986385723,41.7379177921,0 -8.49800289622,41.7363158234,0 -8.5030671864,41.7338353538,0 -8.51123206201,41.7271174181,0 -8.51430680991,41.719727688,0 -8.51608964662,41.7119762235,0 -8.51800167544,41.6968350289,0 -8.52004289366,41.6893936219,0 -8.52306596472,41.6825206575,0 -8.53205766443,41.6760611033,0 -8.5368635731,41.6691364612,0 -8.53908565938,41.6632711862,0 -8.53433142665,41.6523416202,0 -8.55205644365,41.6288805203,0 -8.55867102745,41.6294747995,0 -8.56799862304,41.631412665,0 -8.57892818908,41.6360377065,0 -8.59895280583,41.6386473664,0 -8.6285892399,41.6467347285,0 -8.63680579325,41.6508946802,0 -8.64168921628,41.6482591819,0 -8.64512569759,41.6439442006,0 -8.65272213422,41.6391124544,0 -8.6613262603,41.6375104839,0 -8.71271847188,41.6360377065,0 -8.7857889466,41.6160130888,0 -8.7954782783,41.6150829128,0 -8.81496029268,41.6173308384,0 -8.81980032528,41.6178019915,0 -8.82045,41.630096826,0 -8.828603354,41.648157496,0 -8.830511328,41.671585564,0 -8.827056444,41.682806708,0 -8.804676887,41.689276434,0 -8.74327552,41.696966864,0 -8.725941536,41.70311107,0 -8.710031705,41.711859442,0 -8.696156379,41.721991278,0 -8.806874153,41.696966864,0 -8.829986132,41.694647528,0 -8.842884895,41.695786851,0 -8.861112563,41.704368107,0 -8.880306244,41.736861603,0 -8.880317003,41.765532692,0 -8.872038937,41.810568662,0 -8.878895637,41.839016018,0 -8.874745246,41.849554755,0 -8.867502408,41.859116929,0 -8.796620246,41.903306382,0 -8.76276608,41.931952216,0 -8.750803189,41.96898021,0 -8.739591024,41.975113424,0 -8.717008423,41.983769226,0 -8.691273559,41.989608664,0 -8.670809692,41.999814758,0 -8.663213257,42.009891663,0 -8.652567912,42.031440736,0 -8.643886272,42.041491802,0 -8.626884725,42.051026103,0 -8.609418091,42.053661601,0 -8.572805338,42.054410909,0 -8.554434367,42.060069478,0 -8.520017863,42.07771698,0 -8.501207642,42.08309133,0 -8.346746786,42.101694845,0 -8.329951945,42.108438619,0 -8.304268758,42.125827739,0 -8.295380412,42.130091045,0 -8.287835653,42.131434632,0 -8.270679077,42.132003072,0 -8.252333944,42.137584128,0 -8.2223616129,42.1536296599,0 -8.213395752,42.144017843,0 -8.204326538,42.128799133,0 -8.207375448,42.085778504,0 -8.20401648,42.069552104,0 -8.191304077,42.062084859,0</coordinates></LinearRing></outerBoundaryIs></Polygon>",PRT-741,Viana do Castelo,
"<Polygon><outerBoundaryIs><LinearRing><coordinates>-7.13749162374,38.1755770943,0 -7.12767310173,38.1781867542,0 -7.12160112119,38.1819332948,0 -7.11706815688,38.1836331562,0 -7.103515177,38.173588359,0 -7.088322307,38.173381653,0 -7.063052531,38.177541606,0 -7.038712931,38.186223246,0 -7.02641394,38.199633281,0 -7.021039592,38.198238017,0 -7.018145711,38.198031311,0 -6.99210079,38.20428416,0 -6.964195517,38.206144511,0 -6.95057575993,38.198385888,0 -6.947504028,38.196636047,0 -6.95763261,38.168162333,0 -6.965487427,38.153331197,0 -6.978974976,38.119948222,0 -6.997630168,38.089614156,0 -7.006363485,38.059331767,0 -7.015768595,38.046826071,0 -7.023985149,38.022563985,0 -7.049358276,38.020212708,0 -7.10594397,38.038661194,0 -7.123255574,38.040004781,0 -7.131988892,38.032382507,0 -7.141910766,38.011582743,0 -7.152246053,38.000653178,0 -7.159739136,37.996803284,0 -7.17286495,37.993831889,0 -7.185267294,37.988690084,0 -7.197617961,37.989930319,0 -7.210330363,37.993030904,0 -7.223301147,37.993831889,0 -7.234049845,37.988069967,0 -7.265830851,37.982954001,0 -7.272703817,37.97701121,0 -7.272135376,37.968949687,0 -7.269086466,37.959441224,0 -7.268621379,37.949235128,0 -7.273892375,37.93153595,0 -7.295803182,37.884872131,0 -7.306861938,37.850765686,0 -7.334405477,37.811930847,0 -7.42633785,37.750616761,0 -7.44401119,37.730152893,0 -7.457550415,37.70007721,0 -7.466335408,37.651966452,0 -7.471606405,37.636902771,0 -7.47847937,37.628867086,0 -7.504886027,37.606387838,0 -7.514342814,37.601401062,0 -7.511758993,37.595277405,0 -7.512534139,37.590368144,0 -7.514652873,37.585872294,0 -7.515841431,37.580937195,0 -7.526486776,37.571196188,0 -7.529690715,37.567165426,0 -7.529122274,37.556700948,0 -7.52759782,37.555512391,0 -7.52367041,37.555667419,0 -7.518425253,37.541947327,0 -7.517546753,37.535177715,0 -7.515428019,37.529338277,0 -7.51461342783,37.5283339231,0 -7.51480709487,37.5283039408,0 -7.53950842907,37.5244798849,0 -7.56844723115,37.524428209,0 -7.58896277521,37.5154365102,0 -7.6088065248,37.5008637564,0 -7.61965857558,37.4944817166,0 -7.62849524566,37.4930864535,0 -7.63479977109,37.4953343782,0 -7.64882992166,37.4974272733,0 -7.65469519663,37.4998302276,0 -7.70732764256,37.5003986684,0 -7.78564327642,37.4740953637,0 -7.80316158694,37.4642251649,0 -7.81021542031,37.4610470651,0 -7.81582231285,37.4576364204,0 -7.82212683828,37.4573522004,0 -7.84018775116,37.449652411,0 -7.84830095083,37.4478178984,0 -7.85442460821,37.4451565625,0 -7.85574235692,37.4384386259,0 -7.87088355064,37.436991686,0 -7.88819515558,37.4281550159,0 -7.89039140524,37.4221605489,0 -7.89555904821,37.415545966,0 -7.90858150933,37.4092931183,0 -7.93617672428,37.4053398712,0 -7.94961259564,37.4051848407,0 -7.98240129199,37.4013866242,0 -7.99552710589,37.39404857,0 -7.99958370572,37.3873306343,0 -8.00123735212,37.3806126977,0 -7.998498501,37.3765819363,0 -7.99072119812,37.3682620311,0 -7.99072119812,37.3638695345,0 -7.99800757459,37.3616474473,0 -8.03286332758,37.3464545758,0 -8.05544592919,37.3319851748,0 -8.07069047658,37.3267400174,0 -8.08128414585,37.3265849878,0 -8.1189304259,37.3299697941,0 -8.13869666202,37.3299181181,0 -8.17078772637,37.337049465,0 -8.24078345409,37.379114081,0 -8.25610551586,37.3850827087,0 -8.26843034498,37.3963223331,0 -8.27111752016,37.4023167993,0 -8.27362382728,37.4167345244,0 -8.28070349817,37.4283100456,0 -8.30571489073,37.4338910997,0 -8.32328487809,37.4319532334,0 -8.33232825375,37.4275607367,0 -8.34261186375,37.4289818391,0 -8.35405819283,37.4286976183,0 -8.37511634015,37.4246410185,0 -8.41397701703,37.4139439973,0 -8.41780107286,37.411075955,0 -8.42418311176,37.4037637401,0 -8.42617265494,37.3965807155,0 -8.43139197386,37.3871497671,0 -8.4483418436,37.3813878441,0 -8.46596350781,37.3753933779,0 -8.50911332762,37.3809227561,0 -8.52391862634,37.3861420759,0 -8.56218502402,37.4044872105,0 -8.57404476605,37.4058307968,0 -8.6127504133,37.4008440209,0 -8.62091528981,37.3980276564,0 -8.62579871284,37.3923949245,0 -8.63114722297,37.3871497671,0 -8.63670243957,37.3836099313,0 -8.64636593284,37.385108548,0 -8.65210201659,37.3892943391,0 -8.67850867404,37.3991128611,0 -8.71928137883,37.4003014195,0 -8.72711035766,37.4039446073,0 -8.73636043888,37.4108950869,0 -8.74504208023,37.4188790963,0 -8.76088090683,37.4294986031,0 -8.77638383575,37.4328834093,0 -8.79578833666,37.4425727401,0 -8.80761672108,37.4494186197,0 -8.804064152,37.46278719,0 -8.797861435,37.489600059,0 -8.795496838,37.535362436,0 -8.801305058,37.559064618,0 -8.811143593,37.574896504,0 -8.824370898,37.587551174,0 -8.826527473,37.600572007,0 -8.812855598,37.64468008,0 -8.808257616,37.67202383,0 -8.799305793,37.697577216,0 -8.786206347,37.702614885,0 -8.757639127,37.706732489,0 -8.752186653,37.730780341,0 -8.752186653,37.73456452,0 -8.761830207,37.727769273,0 -8.784056435,37.723129471,0 -8.808705207,37.72288646,0 -8.817005989,37.740301825,0 -8.809582469,37.79123117,0 -8.80136913804,37.8267594859,0 -8.79183508962,37.8192422552,0 -8.7860214906,37.8128343779,0 -8.78108639162,37.8100696884,0 -8.77374833832,37.8096304388,0 -8.76679785773,37.8131702738,0 -8.75840043813,37.8164517282,0 -8.75144995845,37.818415432,0 -8.73411251508,37.8134544955,0 -8.72687781366,37.806271471,0 -8.72346716987,37.8009487983,0 -8.69783565879,37.7759632433,0 -8.68848222477,37.7623981798,0 -8.6835471258,37.7575405952,0 -8.67781104205,37.757928168,0 -8.67375444221,37.7625015335,0 -8.67039547437,37.7677208524,0 -8.6641684642,37.7705113804,0 -8.65639116132,37.7691677924,0 -8.6483296367,37.7654987662,0 -8.64083655376,37.7610029159,0 -8.62357662566,37.7551376409,0 -8.61256954615,37.7543624945,0 -8.59580054356,37.759039212,0 -8.58996110702,37.7658863389,0 -8.5880490791,37.773792833,0 -8.58719641838,37.7814667831,0 -8.5779980131,37.803661811,0 -8.5728045308,37.8108706731,0 -8.55572546985,37.8250300158,0 -8.55138465008,37.8323163932,0 -8.54898169575,37.8394994169,0 -8.53913733622,37.846475735,0 -8.52167070164,37.8530128044,0 -8.43247717858,37.8665520295,0 -8.38852637399,37.8603250193,0 -8.36214555497,37.8602216665,0 -8.35811479266,37.8594465201,0 -8.32855587385,37.8467341174,0 -8.31483578075,37.8746910675,0 -8.3105207994,37.8816415472,0 -8.29946204304,37.9087199982,0 -8.29284745924,37.9527741565,0 -8.29336422408,37.9815320914,0 -8.30287268683,38.0027452666,0 -8.30948727062,38.0127704942,0 -8.3228197901,38.0213487818,0 -8.33563554474,38.0221497675,0 -8.34695268442,38.0241393089,0 -8.35982011591,38.028971056,0 -8.37465125215,38.0433112658,0 -8.39408158969,38.0550934926,0 -8.39886165994,38.0652479114,0 -8.40067033507,38.0704930687,0 -8.40134212864,38.0759966094,0 -8.39816402795,38.0825078404,0 -8.39663957366,38.0884764672,0 -8.39366817944,38.0944709343,0 -8.39118770984,38.101653958,0 -8.3858133613,38.1106714952,0 -8.3788370432,38.1109557151,0 -8.37351436969,38.1087853048,0 -8.36777828594,38.1070799834,0 -8.36292070223,38.1073383649,0 -8.35927751265,38.1117308624,0 -8.35702958795,38.1150639918,0 -8.35214616491,38.1244432642,0 -8.3508284162,38.1294558785,0 -8.35088009304,38.1345718455,0 -8.35013078511,38.1388351509,0 -8.34780534514,38.1432018091,0 -8.34075151177,38.1453980579,0 -8.33501542802,38.1500230985,0 -8.32809078586,38.1512891713,0 -8.31801388233,38.1480077169,0 -8.31067582813,38.1434601915,0 -8.30256262936,38.1413156187,0 -8.29574133999,38.1443903675,0 -8.28930762425,38.1618570012,0 -8.28824825705,38.1700993921,0 -8.28473425868,38.1763780791,0 -8.27726701506,38.1805638701,0 -8.24166195324,38.1793753117,0 -8.23491817913,38.1873334818,0 -8.23083574088,38.1981855334,0 -8.22272254121,38.2015703397,0 -8.18786678732,38.2085724962,0 -8.17042599117,38.2154196231,0 -8.13507931176,38.2232486028,0 -8.13048010867,38.2345657425,0 -8.13073849109,38.241387031,0 -8.13009253594,38.2507146275,0 -8.13768897077,38.2759068872,0 -8.16213192435,38.317558092,0 -8.15825619077,38.3265239533,0 -8.08433305533,38.3255162621,0 -8.06193132177,38.3275833205,0 -8.0475394351,38.3258779973,0 -8.04250098333,38.3237592638,0 -8.03043453573,38.3136306834,0 -8.01999589699,38.307507026,0 -8.01103003571,38.3054141301,0 -8.00273596799,38.3051815861,0 -7.98036007286,38.3144575057,0 -7.96909461093,38.3135790066,0 -7.96041296958,38.3116669795,0 -7.93121578598,38.3025460877,0 -7.90855567091,38.281177883,0 -7.82393551341,38.2511022002,0 -7.7734476376,38.2468647323,0 -7.74729936437,38.2392682975,0 -7.68371151398,38.2109496121,0 -7.66937130414,38.2074872915,0 -7.60358720499,38.2062470572,0 -7.58438941144,38.203094794,0 -7.56216854504,38.1973328718,0 -7.51713253394,38.1963251824,0 -7.50638383595,38.1983405622,0 -7.50447180803,38.204955146,0 -7.49121680291,38.2219308541,0 -7.47457699243,38.2356251079,0 -7.44597408713,38.2473039819,0 -7.44424292637,38.2507146275,0 -7.42830074698,38.2572516951,0 -7.42437333836,38.2616958686,0 -7.41416724272,38.2679487172,0 -7.40729427741,38.27688874,0 -7.40287594237,38.286526394,0 -7.40202328075,38.2932184921,0 -7.40047298804,38.2997555616,0 -7.36871782137,38.306809394,0 -7.33647172739,38.3206070015,0 -7.32804846756,38.322725735,0 -7.32156307588,38.3227774109,0 -7.29616410969,38.3313040236,0 -7.28805091002,38.3318724643,0 -7.28102291508,38.3308389356,0 -7.27823238801,38.3267564973,0 -7.27696631524,38.3238109397,0 -7.27613949204,38.319005032,0 -7.27394324419,38.3154393585,0 -7.27027421708,38.3108401563,0 -7.26500322132,38.3056725125,0 -7.26089494465,38.298670356,0 -7.25849199121,38.2910480818,0 -7.25683834481,38.2837100294,0 -7.25247168572,38.2769920919,0 -7.23198198098,38.2608690463,0 -7.2061179259,38.2513089058,0 -7.20007178379,38.246089586,0 -7.19735877109,38.239526679,0 -7.19580847838,38.2323694929,0 -7.18454301645,38.2118281113,0 -7.18175248939,38.2046450867,0 -7.17296749525,38.1903307153,0 -7.16441504602,38.1833543972,0 -7.15214189283,38.1764814319,0 -7.13749162374,38.1755770943,0</coordinates></LinearRing></outerBoundaryIs></Polygon>",PRT-743,Beja,
