nom département,Nombre de logements sociaux,geometry
Ain,38450,"<Polygon><outerBoundaryIs><LinearRing><coordinates>5.06058279609,45.8118419124,0 5.02086848659,45.8270993872,0 4.90374492975,45.8351768739,0 4.89387244603,45.8757886819,0 4.87300560544,45.9027136375,0 4.81444382702,45.9038355107,0 4.79447448495,45.9114642481,0 4.80165447311,45.9253754751,0 4.78908949384,45.9386135783,0 4.73007896615,45.9507298083,0 4.7401758245,46.0494546455,0 4.78617262365,46.1353901288,0 4.78774324606,46.1764506861,0 4.77540264141,46.1896887892,0 4.77764638771,46.2170624941,0 4.85595313356,46.3640278767,0 4.86806936358,46.4326865135,0 4.89342369677,46.4744201946,0 4.92752864052,46.4997745278,0 4.96656982614,46.5062813921,0 5.06619216184,46.4813758082,0 5.14472328233,46.4833951798,0 5.19004695758,46.4434564957,0 5.25017935841,46.4203459088,0 5.28922054402,46.4239359029,0 5.32063299222,46.4486171122,0 5.32063299222,46.4246090268,0 5.2950542844,46.3830997203,0 5.35473793597,46.3651497499,0 5.38749663195,46.3386735435,0 5.40028598585,46.3115242133,0 5.43977592073,46.3097292163,0 5.49609395285,46.2727074023,0 5.53872513254,46.2843748831,0 5.62645561286,46.3463022809,0 5.66325305217,46.3088317177,0 5.70296736167,46.2987348594,0 5.70790360353,46.2713611545,0 5.7278729456,46.2635080425,0 5.86541459377,46.2525136856,0 5.90423140475,46.2641811664,0 5.95763256668,46.3059148475,0 6.07094175481,46.4234871536,0 6.06667863684,46.417204664,0 6.09966170745,46.4102490505,0 6.17123721441,46.3689641186,0 6.12636228842,46.3193773253,0 6.13623477213,46.3144410835,0 6.11447043303,46.2861698801,0 6.12434291675,46.2525136856,0 6.10504669857,46.2386024586,0 6.09517421485,46.2455580721,0 6.02090621233,46.2314224704,0 5.97849940727,46.2040487655,0 5.97737753412,46.1935031579,0 5.99689812693,46.1860987951,0 5.9585300652,46.1304538869,0 5.98590377006,46.1436919901,0 5.99510312989,46.1264151436,0 5.92218137515,46.0840083385,0 5.90288515697,46.0781745981,0 5.85868335487,46.1102601702,0 5.83983588595,46.0963489432,0 5.81448155277,46.0384602886,0 5.81784717222,45.9482616874,0 5.7592853938,45.7395932815,0 5.70655735575,45.7003277213,0 5.66661867162,45.6312203352,0 5.62847498453,45.6139434887,0 5.60514002301,45.616187235,0 5.44269279092,45.7905263225,0 5.41688970847,45.8446006083,0 5.38076539305,45.8683843191,0 5.32242798926,45.8670380713,0 5.24075562395,45.7860388299,0 5.22145940577,45.7799807149,0 5.06058279609,45.8118419124,0</coordinates></LinearRing></outerBoundaryIs></Polygon>"
Aisne,39181,"<Polygon><outerBoundaryIs><LinearRing><coordinates>3.10829914078,49.1148608401,0 3.15609093696,49.145824539,0 3.15474468918,49.1592870168,0 3.10067040336,49.2090981846,0 3.03896738012,49.2066300637,0 3.02976802029,49.1709544975,0 2.97300123891,49.2012450726,0 2.97187936576,49.214931925,0 2.97883497929,49.2288431521,0 3.0207930351,49.2223362878,0 3.04053800253,49.2340037686,0 3.04502549513,49.2750643258,0 2.98062997633,49.2997455351,0 3.06297546553,49.3522491986,0 3.08092543593,49.3827641482,0 3.07150170147,49.4397553042,0 3.07868168963,49.4536665313,0 3.14240408454,49.4397553042,0 3.14935969807,49.4536665313,0 3.12602473655,49.4828352332,0 3.10852351541,49.5364607698,0 3.10538227059,49.7107998572,0 3.10291414966,49.7843947359,0 3.06073171923,49.7882091046,0 3.06836045665,49.8402640187,0 3.04502549513,49.8665158504,0 3.06319984016,49.8972551747,0 3.08429105538,49.8952358031,0 3.13320472471,49.9571632009,0 3.18346464182,49.958958198,0 3.1982733674,49.981395661,0 3.15855905789,50.0015893777,0 3.24965515766,50.0186418495,0 3.31405067646,50.0047306225,0 3.41748738087,50.022007469,0 3.4821072743,50.0054037464,0 3.56602338591,50.005628121,0 3.69077568017,50.0233537168,0 3.73811872709,50.0630680263,0 3.82674670592,50.0579074098,0 3.8550179093,50.0179687257,0 3.97977020356,50.038386817,0 4.0392294805,49.9721963011,0 4.12695996081,49.9775812923,0 4.15208991937,50.0004675045,0 4.14917304918,49.981395661,0 4.22074855614,49.9612019443,0 4.27325221955,49.9275457498,0 4.27078409862,49.9001720449,0 4.21917793373,49.8005497092,0 4.25956536712,49.7610597743,0 4.2211973054,49.7107998572,0 4.11977997266,49.6697393,0 4.1215749697,49.6425899697,0 4.101381253,49.6336149845,0 4.03788323272,49.6479749608,0 4.03878073124,49.634512483,0 4.09554751262,49.598163793,0 4.09779125892,49.5683219672,0 4.07288567499,49.5075164425,0 4.07311004962,49.4476084163,0 4.0594231972,49.4063234844,0 4.02913262215,49.3672822988,0 4.00871453082,49.3612241838,0 3.89495659343,49.3847835199,0 3.83976043446,49.3475373313,0 3.73116311356,49.3547173195,0 3.65173449455,49.3084961457,0 3.6461251288,49.2755130751,0 3.6887563085,49.20887381,0 3.72353437614,49.1882313441,0 3.72061750595,49.1718519961,0 3.59541646243,49.1348301821,0 3.61516142987,49.0944427487,0 3.57297899944,49.0549528139,0 3.61359080746,49.0098535132,0 3.56579901128,48.9373805078,0 3.50656410897,48.9079874312,0 3.46886917113,48.8655806262,0 3.40514677622,48.8877937145,0 3.37844619526,48.9142699209,0 3.33716126334,48.915391794,0 3.27725323714,48.9402973779,0 3.23439768282,49.006936643,0 3.19176650313,49.0217453686,0 3.19356150017,49.0491190735,0 3.1735921581,49.0892821322,0 3.10829914078,49.1148608401,0</coordinates></LinearRing></outerBoundaryIs></Polygon>"
Allier,19402,"<Polygon><outerBoundaryIs><LinearRing><coordinates>2.5475869405,46.1273126421,0 2.55342068088,46.1495257305,0 2.50899450415,46.2049462641,0 2.42462964328,46.2666492873,0 2.38401783526,46.2785411427,0 2.37975471729,46.3220698209,0 2.30077484754,46.3265573135,0 2.31625669701,46.3682909947,0 2.2861904966,46.3896065845,0 2.27743988603,46.4019471892,0 2.2929217355,46.443905245,0 2.36090724837,46.5154807519,0 2.39905093547,46.5282701058,0 2.57967251259,46.5365719671,0 2.59672498447,46.5648431705,0 2.57698001703,46.6487592821,0 2.59582748595,46.6577342673,0 2.62297681617,46.7055260635,0 2.70038606351,46.7254954056,0 2.73808100134,46.7023848187,0 2.77757093622,46.7041798157,0 2.91017634252,46.7701459569,0 3.03784550697,46.8055971485,0 3.03156301733,46.7860765557,0 3.04300612346,46.7454647476,0 3.17942589848,46.6772548601,0 3.24786016062,46.7102379307,0 3.32818627815,46.6940829574,0 3.38562618342,46.7183154174,0 3.46146480834,46.6581830166,0 3.61561017913,46.7297585235,0 3.69391692499,46.614878713,0 3.70625752963,46.557887557,0 3.72779749411,46.5314113507,0 3.94903087925,46.4679133304,0 3.95778148982,46.4546752272,0 3.99255955747,46.2944717414,0 3.91694530717,46.2536355588,0 3.87835287082,46.2439874497,0 3.78030115752,46.2460068213,0 3.76953117528,46.2320955943,0 3.81463047591,45.9875272476,0 3.71747626113,45.981244758,0 3.68067882182,45.9525248054,0 3.61067393727,45.9991947284,0 3.51217347472,46.0119840823,0 3.41479488531,46.0575321322,0 3.34007813353,46.0626927487,0 3.15721281011,46.0499033948,0 3.0979779078,46.0584296307,0 3.08384230612,46.0851302117,0 3.09057354501,46.0990414387,0 3.07037982832,46.1064458015,0 3.03178739196,46.099490188,0 2.96784062242,46.115869536,0 2.96155813279,46.1430188662,0 2.90434260215,46.1679244501,0 2.89806011251,46.1950737803,0 2.93328692941,46.240173081,0 2.92835068755,46.2536355588,0 2.82581148166,46.2574499275,0 2.80696401274,46.2484749423,0 2.8029252694,46.2071900104,0 2.78407780049,46.1982150252,0 2.72394539966,46.2119018776,0 2.72910601614,46.1984393998,0 2.71025854723,46.1921569102,0 2.67884609903,46.1497501051,0 2.6456386538,46.1264151436,0 2.5475869405,46.1273126421,0</coordinates></LinearRing></outerBoundaryIs></Polygon>"
Alpes-de-Haute-Provence,5395,"<Polygon><outerBoundaryIs><LinearRing><coordinates>6.90000601253,44.3659717969,0 6.79971055293,44.3334374755,0 6.74429001933,44.261637594,0 6.69178635592,44.2338151398,0 6.67383638553,44.1898377124,0 6.6713682646,44.1323978071,0 6.68729886332,44.0888691289,0 6.7373344058,44.0347948431,0 6.74967501045,43.980271808,0 6.78781869755,43.9587318435,0 6.88228041676,43.9351725074,0 6.9132441157,43.8943363247,0 6.88721665862,43.872347611,0 6.84952172079,43.8718988617,0 6.82663550853,43.8990481919,0 6.80778803961,43.9015163129,0 6.75954749417,43.8656163721,0 6.6466870553,43.8642701243,0 6.64399455974,43.823209567,0 6.68572824091,43.7935921158,0 6.61123586377,43.7736227738,0 6.59193964559,43.7953871129,0 6.57309217667,43.7951627383,0 6.52126163715,43.7617309184,0 6.48356669932,43.7747446469,0 6.40884994754,43.760160296,0 6.35769253191,43.7101247535,0 6.22463837634,43.7711546529,0 6.1360103975,43.7233628567,0 6.11716292859,43.725606603,0 6.07340987574,43.686789792,0 6.03616368717,43.6778148068,0 6.00699498527,43.6526848482,0 5.96907567281,43.6630060812,0 5.90266078234,43.743780948,0 5.85150336671,43.7045153878,0 5.82009091852,43.7451271958,0 5.8012434496,43.7500634376,0 5.73819417858,43.7325622165,0 5.71082047372,43.7565703019,0 5.65405369234,43.7745202723,0 5.61119813802,43.8119908355,0 5.53580826235,43.8184976998,0 5.58068318834,43.9178956608,0 5.50798580824,43.949308109,0 5.51651204418,44.0177423712,0 5.4815096019,44.0444429521,0 5.48330459894,44.1101847187,0 5.53446201457,44.1357634265,0 5.52526265474,44.1765996092,0 5.54343699977,44.1905108363,0 5.58180506149,44.1804139779,0 5.58292693464,44.1532646477,0 5.62017312322,44.1649321284,0 5.61164688728,44.1920814587,0 5.64889307585,44.206441435,0 5.86474146988,44.194325205,0 5.87573582675,44.208236432,0 5.81762279759,44.2425657504,0 5.80864781239,44.2834019331,0 5.84207963225,44.3031469005,0 5.8611514758,44.3009031542,0 5.90019266141,44.2632082164,0 5.9188157557,44.2717344523,0 5.91320638995,44.326481862,0 5.98680126858,44.3960379973,0 6.08014111464,44.4440541681,0 6.13040103175,44.4148854662,0 6.16854471885,44.4072567288,0 6.20803465372,44.353182443,0 6.22710649727,44.350714322,0 6.24146647359,44.3783124015,0 6.24348584526,44.4384448024,0 6.33794756447,44.4588628937,0 6.36711626637,44.5003722002,0 6.38596373528,44.5088984362,0 6.41356181477,44.4682866281,0 6.45170550186,44.4604335161,0 6.50577978768,44.4256554485,0 6.60091463079,44.4160073394,0 6.63860956862,44.4272260709,0 6.67204138849,44.4577410205,0 6.68617699017,44.5154053004,0 6.84772672375,44.6125595152,0 6.95609967002,44.6504788277,0 6.97517151357,44.6266951169,0 6.96170903577,44.6219832497,0 6.94151531907,44.5759864505,0 6.92042410385,44.558709604,0 6.88968477955,44.5539977368,0 6.86724731655,44.5311115245,0 6.88901165566,44.4855634747,0 6.91750723366,44.4709791237,0 6.95340717446,44.4292454425,0 6.90741037532,44.4198217081,0 6.90000601253,44.3659717969,0</coordinates></LinearRing></outerBoundaryIs></Polygon>"
Alpes-Maritimes,46284,"<MultiGeometry><Polygon><outerBoundaryIs><LinearRing><coordinates>6.91683410978,43.4478308111,0 6.87532480323,43.4704926487,0 6.89619164382,43.5663006157,0 6.88093416898,43.5797630935,0 6.8398736117,43.5766218487,0 6.74563626711,43.6138680372,0 6.73688565654,43.6820779248,0 6.68729886332,43.7226897328,0 6.61190898766,43.7354790867,0 6.6002415069,43.7626284169,0 6.61123586377,43.7736227738,0 6.68572824091,43.7935921158,0 6.64399455974,43.823209567,0 6.6466870553,43.8642701243,0 6.75954749417,43.8656163721,0 6.80778803961,43.9015163129,0 6.82663550853,43.8990481919,0 6.84952172079,43.8718988617,0 6.88721665862,43.872347611,0 6.9132441157,43.8943363247,0 6.88228041676,43.9351725074,0 6.78781869755,43.9587318435,0 6.74967501045,43.980271808,0 6.7373344058,44.0347948431,0 6.68729886332,44.0888691289,0 6.6713682646,44.1323978071,0 6.67383638553,44.1898377124,0 6.69178635592,44.2338151398,0 6.74429001933,44.261637594,0 6.79971055293,44.3334374755,0 6.90000601253,44.3659717969,0 6.93231595924,44.3543043161,0 6.96844027467,44.2991081572,0 7.00344271694,44.2793631897,0 7.0038914662,44.2378538832,0 7.02341205901,44.2234939069,0 7.07479384927,44.2311226443,0 7.14457435919,44.2001589453,0 7.19573177482,44.1976908244,0 7.20066801668,44.1810871018,0 7.24217732322,44.1707658688,0 7.25003043527,44.1546108955,0 7.28032101032,44.1395777953,0 7.34516527837,44.1458602849,0 7.36221775025,44.1155697098,0 7.43132513628,44.1144478367,0 7.43693450203,44.1263396921,0 7.4719369443,44.1272371906,0 7.50693938658,44.1456359103,0 7.61463920896,44.1546108955,0 7.63415980177,44.1761508599,0 7.68419534425,44.1772727331,0 7.66759162163,44.1294809369,0 7.71426154466,44.0877472557,0 7.70124781613,44.045116076,0 7.66624537385,44.0314292236,0 7.65928976032,44.016620498,0 7.667367247,43.9997924008,0 7.65053914975,43.9807205572,0 7.56684741278,43.9436987433,0 7.55719930369,43.9077988025,0 7.49257941026,43.8721232363,0 7.52601123012,43.7846171306,0 7.48966254007,43.7664427856,0 7.48786754303,43.7489415645,0 7.46184008596,43.7599359214,0 7.44523636334,43.749839063,0 7.4254913959,43.7630771662,0 7.40709267624,43.7583652989,0 7.37478272953,43.717080367,0 7.35930088006,43.7220166089,0 7.3303565528,43.7027203907,0 7.3498771456,43.6870141666,0 7.33506842003,43.6863410427,0 7.33349779762,43.6748979366,0 7.31375283018,43.7063103848,0 7.30589971813,43.6847704203,0 7.28503287754,43.694642904,0 7.24038232618,43.6876872905,0 7.21300862133,43.6472998571,0 7.20066801668,43.6450561108,0 7.19281490463,43.6573967155,0 7.15713933847,43.6531335975,0 7.12617563953,43.6042199282,0 7.13380437695,43.5882893294,0 7.12617563953,43.5739293531,0 7.14031124122,43.5701149844,0 7.13559937399,43.5562037573,0 7.14479873382,43.5526137633,0 7.13784312029,43.5454337751,0 7.11899565137,43.5427412795,0 7.1214637723,43.5591206275,0 7.09633381375,43.5710124829,0 7.06873573426,43.5627106216,0 7.03844515922,43.5346637929,0 7.02296330975,43.5494725184,0 6.96462590596,43.5429656542,0 6.93770095036,43.5142457015,0 6.95677279391,43.4967444804,0 6.94645156093,43.4828332533,0 6.93186720998,43.4837307519,0 6.91683410978,43.4478308111,0</coordinates></LinearRing></outerBoundaryIs></Polygon><Polygon><outerBoundaryIs><LinearRing><coordinates>7.04697139515,43.5243425599,0 7.07075510593,43.5171625717,0 7.03104079643,43.5212013151,0 7.04697139515,43.5243425599,0</coordinates></LinearRing></outerBoundaryIs></Polygon><Polygon><outerBoundaryIs><LinearRing><coordinates>7.04786889367,43.5102069582,0 7.05572200572,43.5081875865,0 7.03642578755,43.5077388373,0 7.04786889367,43.5102069582,0</coordinates></LinearRing></outerBoundaryIs></Polygon></MultiGeometry>"
Ardèche,12246,"<Polygon><outerBoundaryIs><LinearRing><coordinates>4.63112975434,44.3453293309,0 4.63337350064,44.3042687736,0 4.62305226766,44.2849725555,0 4.54631614422,44.3018006527,0 4.52589805289,44.3285012337,0 4.44893755481,44.3480218265,0 4.42986571126,44.3473487026,0 4.41348636328,44.3058393961,0 4.38431766138,44.285870054,0 4.36479706858,44.296191287,0 4.34258398021,44.3502655728,0 4.24901975951,44.3280524844,0 4.20212546185,44.2908062958,0 4.0856750289,44.3334374755,0 4.02868387289,44.3343349741,0 4.00916328008,44.344656207,0 4.00826578156,44.3581186848,0 4.03204949234,44.4000767406,0 4.02554262807,44.4409129233,0 3.97326333929,44.4949872091,0 3.97371208855,44.5320090231,0 3.95665961667,44.5589339787,0 3.89226409787,44.6085207719,0 3.87992349322,44.6765062848,0 3.8902447262,44.693334382,0 3.89226409787,44.7207080869,0 3.86758288858,44.7471842932,0 3.87027538414,44.7610955202,0 3.92636904163,44.7794942399,0 3.93220278201,44.8070923194,0 3.95060150166,44.8185354255,0 3.98874518876,44.8171891777,0 4.05830132405,44.8661028471,0 4.17497613163,44.8972909206,0 4.2631553612,44.9576476961,0 4.31319090368,45.0139657282,0 4.35178334004,45.0097026102,0 4.38925390324,45.0245113358,0 4.39239514806,45.0384225629,0 4.34796897133,45.0725275066,0 4.35492458486,45.0864387337,0 4.39239514806,45.1012474593,0 4.35873895357,45.1494880047,0 4.43547507701,45.151731751,0 4.46038066094,45.2484372165,0 4.50188996748,45.2659384377,0 4.61676977802,45.2776059184,0 4.62753976026,45.2915171455,0 4.62215476914,45.3186664757,0 4.75184330526,45.3464889298,0 4.75341392767,45.3170958533,0 4.7693445264,45.3038577501,0 4.79447448495,45.2688553079,0 4.79178198939,45.1048374534,0 4.82386756148,45.078361247,0 4.83306692131,45.0512119168,0 4.82454068537,44.9962401325,0 4.86492811876,44.9563014483,0 4.87008873525,44.9291521181,0 4.83867628706,44.8735072099,0 4.74825331118,44.7754554966,0 4.74892643507,44.693334382,0 4.73905395135,44.6657363025,0 4.64167536195,44.5645433444,0 4.65917658309,44.5239315364,0 4.64548973066,44.4961090823,0 4.65984970698,44.4418104218,0 4.63112975434,44.3453293309,0</coordinates></LinearRing></outerBoundaryIs></Polygon>"
Ardennes,24320,"<Polygon><outerBoundaryIs><LinearRing><coordinates>5.37223915711,49.6239668754,0 5.35451356134,49.5952469228,0 5.33364672076,49.5918813034,0 5.30672176516,49.5479038759,0 5.24748686285,49.5683219672,0 5.2066506802,49.5539619909,0 5.15908325864,49.5882913093,0 5.13821641806,49.5851500645,0 5.1063552206,49.5571032357,0 5.06798715888,49.4989902065,0 5.07359652463,49.4718408763,0 5.09580961299,49.4451402954,0 5.0845908815,49.4177665905,0 5.09536086373,49.3744622869,0 5.05183218552,49.3351967267,0 5.04263282569,49.2723718303,0 4.98227605023,49.2409593821,0 4.94368361388,49.2645187182,0 4.90284743123,49.255543733,0 4.8712106084,49.2301893999,0 4.80748821349,49.2557681077,0 4.66276657717,49.2548706091,0 4.62193039451,49.2427543791,0 4.56179799368,49.2793274438,0 4.4585856639,49.2710255825,0 4.4188713544,49.310739892,0 4.31363965294,49.334972352,0 4.26113598953,49.3742379123,0 4.1987598424,49.3751354108,0 4.1388518162,49.400489744,0 4.0594231972,49.4063234844,0 4.07311004962,49.4476084163,0 4.07288567499,49.5075164425,0 4.09779125892,49.5683219672,0 4.09554751262,49.598163793,0 4.03878073124,49.634512483,0 4.03788323272,49.6479749608,0 4.101381253,49.6336149845,0 4.1215749697,49.6425899697,0 4.11977997266,49.6697393,0 4.2211973054,49.7107998572,0 4.25956536712,49.7610597743,0 4.21917793373,49.8005497092,0 4.27078409862,49.9001720449,0 4.27325221955,49.9275457498,0 4.22074855614,49.9612019443,0 4.32508275907,49.9659138115,0 4.35357833708,49.9513294606,0 4.4630731565,49.9356232365,0 4.58804982539,49.9784787908,0 4.67241468625,49.9854344043,0 4.69058903128,50.0004675045,0 4.70539775686,50.04870805,0 4.68655028794,50.0677798935,0 4.69126215517,50.0814667459,0 4.81982881814,50.1593247425,0 4.87457622785,50.1510228812,0 4.89409682066,50.1371116542,0 4.8712106084,50.1247710495,0 4.87951246971,50.0902173565,0 4.847202523,50.1007629641,0 4.83979816021,50.074735507,0 4.82521380926,50.0671067696,0 4.84114440799,50.0435474335,0 4.82229693907,50.0287387079,0 4.81287320461,49.9888000238,0 4.78796762069,49.9798250386,0 4.79267948791,49.9623238174,0 4.84608064985,49.9499832128,0 4.88758995639,49.9102689033,0 4.85415813652,49.8635989802,0 4.87435185322,49.8205190513,0 4.85528000967,49.794042845,0 4.91675865828,49.7904528509,0 4.98631479357,49.8043640779,0 5.03859408235,49.7720541312,0 5.09580961299,49.7590404027,0 5.12385644174,49.7177554708,0 5.15683951234,49.7168579722,0 5.17142386329,49.6971130048,0 5.26723183029,49.6950936331,0 5.33005672668,49.6553793236,0 5.3062730159,49.6351856069,0 5.31255550554,49.6176843858,0 5.37223915711,49.6239668754,0</coordinates></LinearRing></outerBoundaryIs></Polygon>"
Ariège,3473,"<Polygon><outerBoundaryIs><LinearRing><coordinates>0.802401068651,42.8406730624,0 0.790284838633,42.9218966784,0 0.799708573092,42.9362566548,0 0.818331667379,42.9346860323,0 0.837179136296,42.963405985,0 0.928499610691,42.9775415867,0 0.962828929075,43.0015496721,0 0.974496409833,43.0298208755,0 0.956995188696,43.083446412,0 0.974272035203,43.095562642,0 1.01308884619,43.081651415,0 1.05684189903,43.1554706682,0 1.13043677766,43.162875031,0 1.18810105756,43.114410111,0 1.20223665925,43.08770953,0 1.22130850279,43.083446412,0 1.27358779157,43.1166538572,0 1.28301152603,43.1310138336,0 1.26685655267,43.1438031875,0 1.22916161484,43.1469444323,0 1.21278226685,43.1597337862,0 1.23746347615,43.2050574615,0 1.31285335182,43.1985505972,0 1.37837074377,43.2463423934,0 1.36580576449,43.2593561219,0 1.28996713956,43.2712479773,0 1.30544898903,43.2995191807,0 1.34224642834,43.3044554225,0 1.4003594575,43.2860567029,0 1.44321501183,43.2337774141,0 1.47911495262,43.2467911426,0 1.48584619152,43.2883004492,0 1.51815613823,43.2654142369,0 1.6137397306,43.2436498978,0 1.63909406378,43.2860567029,0 1.68598836145,43.3024360509,0 1.67319900754,43.1756643849,0 1.70909894833,43.1886781135,0 1.76115386248,43.1532269219,0 1.91350423623,43.120468226,0 1.92629359014,43.1047620019,0 1.92315234532,43.0607845744,0 1.94267293812,43.050687716,0 1.95680853981,43.0215190141,0 1.9485066785,42.9934721854,0 1.96129603241,42.9393978996,0 1.9417754396,42.9111266962,0 1.94087794108,42.8835286167,0 1.85090371447,42.8566036611,0 1.84260185316,42.828781207,0 1.88052116562,42.8200305964,0 1.91305548697,42.7915350184,0 1.93594169922,42.7107601516,0 1.97386101169,42.6990926709,0 2.02277468102,42.7291588713,0 2.13406449748,42.6472621314,0 2.13518637063,42.6364921491,0 2.11701202561,42.6326777804,0 1.9866503656,42.6450183851,0 1.89847113602,42.6046309517,0 1.78987381512,42.5786034946,0 1.73602390393,42.5875784798,0 1.74006264727,42.612932813,0 1.60498912003,42.623254046,0 1.57851291369,42.6461402582,0 1.55113920884,42.6524227479,0 1.50761053063,42.6434477627,0 1.48898743634,42.651749624,0 1.47956370188,42.6109134413,0 1.4407468909,42.5882516037,0 1.41427068456,42.6551152434,0 1.38712135434,42.6688020958,0 1.38936510063,42.6869764409,0 1.35144578817,42.7047020366,0 1.35795265244,42.7206326354,0 1.25182345247,42.714798895,0 1.23005911336,42.7284857474,0 1.17082421105,42.7082920307,0 1.13312927322,42.7282613728,0 1.13178302544,42.7500257119,0 1.07770873962,42.7879450244,0 0.984593268181,42.7861500273,0 0.960809557405,42.8052218709,0 0.926480239021,42.7895156468,0 0.858270351512,42.8256399622,0 0.802401068651,42.8406730624,0</coordinates></LinearRing></outerBoundaryIs></Polygon>"
Aube,29905,"<Polygon><outerBoundaryIs><LinearRing><coordinates>4.74331706932,48.0073476666,0 4.59657606133,48.0450426044,0 4.55686175182,48.0329263744,0 4.56336861609,47.9923145663,0 4.54407239792,47.97795459,0 4.38274703897,47.9707746019,0 4.2811053316,47.9786277139,0 4.25777037008,47.9530490061,0 4.23106978912,47.9416059,0 4.17721987793,47.9588827465,0 4.16196240309,47.9449715194,0 4.14131993713,47.9523758822,0 4.03810760735,47.9245534281,0 3.91672093254,47.9261240505,0 3.91178469068,47.9395865283,0 3.93601715072,47.9950070619,0 3.87543600063,47.9929876902,0 3.86937788562,48.0199126458,0 3.82495170888,48.0730894331,0 3.73116311356,48.1354655803,0 3.70356503407,48.1754042644,0 3.68314694275,48.1774236361,0 3.6333357749,48.1401774475,0 3.61269330894,48.1448893147,0 3.6153858045,48.1614930373,0 3.59810895799,48.1745067659,0 3.55794589923,48.1702436479,0 3.55278528274,48.1837061257,0 3.58195398463,48.2256641815,0 3.57679336814,48.2391266593,0 3.5907045952,48.269641609,0 3.48592164301,48.3560258415,0 3.3824849386,48.3739758119,0 3.37283682951,48.3928232808,0 3.35914997708,48.4605844191,0 3.40447365233,48.5032155988,0 3.42152612421,48.5447249053,0 3.46146480834,48.55706551,0 3.47133729206,48.5846635894,0 3.49175538339,48.585561088,0 3.4978134984,48.6129347928,0 3.53236719141,48.6414303708,0 3.59205084298,48.6109154212,0 3.6371501436,48.5579630085,0 3.65846573345,48.5478661501,0 3.84940854355,48.507927466,0 4.01589451898,48.6360453797,0 4.05673070164,48.6400841231,0 4.11125373672,48.6773303116,0 4.152314294,48.6786765594,0 4.20302296037,48.7156983733,0 4.26427723435,48.7201858659,0 4.29434343477,48.6993190254,0 4.28581719883,48.6418791201,0 4.29995280052,48.6149541645,0 4.46576565206,48.5160049527,0 4.50592871082,48.5281211827,0 4.5559642533,48.5103955869,0 4.58311358353,48.5330574246,0 4.64481660677,48.5265505603,0 4.64548973066,48.4500388115,0 4.69238402832,48.4132413722,0 4.77562701604,48.385418918,0 4.85258751411,48.3192284022,0 4.87951246971,48.2761484733,0 4.87524935174,48.2052460902,0 4.88893620417,48.1783211346,0 4.86851811284,48.1067456276,0 4.84877314541,48.0982193917,0 4.72626459745,48.1139256158,0 4.7581257949,48.0522225925,0 4.74331706932,48.0073476666,0</coordinates></LinearRing></outerBoundaryIs></Polygon>"
